scenario_id,step,u_displacement,K_stiffness,G_ratio,f_over_f0
42,13,0.040942,2.256245,0.901299,0.831922
42,14,0.041145,2.292534,0.900769,0.821225
42,15,0.044458,2.245149,0.892148,0.819889
42,16,0.050741,2.162206,0.875909,0.806125
42,17,0.054013,2.150907,0.867525,0.808959
42,18,0.059543,2.120282,0.853496,0.794885
42,19,0.061595,2.126288,0.848338,0.788777
42,20,0.059993,2.16153,0.852363,0.785057
42,21,0.06583,2.081916,0.837784,0.767908
42,22,0.069324,2.10205,0.829173,0.768251
42,23,0.07349,2.087875,0.819023,0.770836
42,24,0.078493,2.007818,0.807013,0.754717
42,25,0.079264,2.00274,0.80518,0.746485
42,26,0.079357,2.002489,0.804958,0.750446
42,27,0.083925,1.984109,0.794197,0.737204
42,28,0.091173,1.934168,0.777475,0.729459
42,29,0.094353,1.940154,0.770277,0.731748
43,0,0.0,3.742132,1.0,0.994311
43,1,0.004305,3.767432,0.996495,0.980449
43,2,0.009375,3.779692,0.991131,0.974787
43,3,0.010698,3.79429,0.989623,0.965457
43,4,0.018127,3.809244,0.98064,0.964181
43,5,0.020606,3.667559,0.977492,0.950322
43,6,0.027554,3.656888,0.968399,0.951229
43,7,0.029262,3.588977,0.966114,0.94934
43,8,0.032689,3.614042,0.961484,0.935187
43,9,0.037957,3.563007,0.954266,0.933182
43,10,0.042469,3.584606,0.94801,0.932869
43,11,0.046043,3.576233,0.943019,0.928087
43,12,0.050123,3.579367,0.93729,0.92401
43,13,0.055569,3.522895,0.929609,0.921296
43,14,0.058546,3.533974,0.925399,0.907911
43,15,0.063618,3.494128,0.918217,0.91469
43,16,0.065865,3.442111,0.915035,0.907361
43,17,0.074295,3.374815,0.903103,0.898757
43,18,0.076289,3.441968,0.900287,0.890401
43,19,0.082536,3.44432,0.891482,0.893671
43,20,0.081764,3.478673,0.892568,0.896864
43,21,0.086456,3.399104,0.885977,0.890975
43,22,0.094222,3.374838,0.875126,0.885314
43,23,0.099305,3.314768,0.868071,0.878475
43,24,0.102039,3.295109,0.864295,0.877982
43,25,0.105658,3.269881,0.859314,0.869759
43,26,0.115396,3.212367,0.846032,0.867854
43,27,0.120122,3.210892,0.839651,0.86177
43,28,0.119496,3.178088,0.840494,0.858593
43,29,0.126428,3.154781,0.831212,0.863058
44,0,0.002799,3.544084,0.996553,0.976457
44,1,0.005248,3.589432,0.9927,0.979722
44,2,0.011398,3.498961,0.98169,0.969988
44,3,0.017768,3.489082,0.969203,0.954775
44,4,0.022445,3.470762,0.959637,0.953666
44,5,0.027685,3.434031,0.948674,0.937063
44,6,0.039402,3.349704,0.923674,0.921358
44,7,0.04141,3.301481,0.919361,0.91324
44,8,0.052516,3.238461,0.895536,0.905182
44,9,0.062797,3.128898,0.873695,0.886751
44,10,0.066859,3.052115,0.865159,0.881212
44,11,0.074666,3.071302,0.848937,0.874606
44,12,0.089187,2.958009,0.819512,0.858481
44,13,0.098674,2.911323,0.800869,0.85374
44,14,0.105296,2.835615,0.788147,0.843662
44,15,0.125212,2.660619,0.751366,0.820966
44,16,0.137251,2.625469,0.730222,0.80414
44,17,0.143523,2.612353,0.719529,0.796611
44,18,0.155709,2.528859,0.699378,0.78653
44,19,0.172841,2.416254,0.672404,0.767907
44,20,0.196454,2.256748,0.637703,0.746642
44,21,0.20578,2.225239,0.624749,0.74115
44,22,0.226772,2.158882,0.597051,0.720174
44,23,0.241049,2.050053,0.579306,0.709195
44,24,0.259959,1.998382,0.557074,0.703811
44,25,0.285938,1.903444,0.528717,0.673748
44,26,0.302958,1.861561,0.511401,0.664297
44,27,0.323257,1.781269,0.491948,0.662235
44,28,0.335152,1.748077,0.481115,0.646734
44,29,0.38076,1.599334,0.443078,0.629065
45,0,0.0,4.150806,1.0,0.99083
45,1,0.008626,4.121101,0.990529,0.983511
45,2,0.015686,4.067448,0.980781,0.974837
45,3,0.022738,4.085918,0.970313,0.953658
45,4,0.032609,3.969932,0.954966,0.952289
45,5,0.036759,3.954393,0.948363,0.933001
45,6,0.047574,3.89792,0.930927,0.922945
45,7,0.051556,3.93349,0.92446,0.908954
45,8,0.061601,3.826565,0.908124,0.90718
45,9,0.071049,3.708571,0.892805,0.88976
45,10,0.082921,3.663133,0.873724,0.885252
45,11,0.088778,3.678331,0.864407,0.872573
45,12,0.099675,3.56872,0.847285,0.85938
45,13,0.110019,3.424424,0.831314,0.83975
45,14,0.12157,3.375721,0.813842,0.833586
45,15,0.131612,3.311509,0.79898,0.821634
45,16,0.142344,3.326907,0.783445,0.813383
45,17,0.150442,3.272211,0.771969,0.806085
45,18,0.171856,3.08943,0.742646,0.784098
45,19,0.17867,3.051254,0.733628,0.781749
45,20,0.192797,2.996174,0.715407,0.770714
45,21,0.214076,2.88708,0.689152,0.750898
45,22,0.224415,2.806366,0.6769,0.751964
45,23,0.235516,2.773129,0.6641,0.741213
45,24,0.262815,2.616043,0.634139,0.726369
45,25,0.269445,2.658885,0.627176,0.720348
45,26,0.295877,2.469832,0.600566,0.693114
45,27,0.312733,2.403551,0.584515,0.68766
45,28,0.340287,2.353275,0.559716,0.684849
45,29,0.357457,2.25372,0.545112,0.67112
46,0,0.0,1.968918,1.0,0.988702
46,1,0.01975,1.914352,0.966805,0.97404
46,2,0.032371,1.87567,0.941509,0.947876
46,3,0.044323,1.81047,0.916946,0.922632
46,4,0.058296,1.788915,0.888223,0.920411
46,5,0.082249,1.66259,0.840191,0.882237
46,6,0.096499,1.627426,0.81274,0.863789
46,7,0.111091,1.559008,0.785654,0.837588
46,8,0.144801,1.469857,0.72729,0.802166
46,9,0.15894,1.408965,0.704562,0.783961
46,10,0.196496,1.284791,0.648985,0.764216
46,11,0.220802,1.22758,0.616479,0.727482
46,12,0.238016,1.174273,0.594969,0.727674
46,13,0.286165,1.067207,0.540777,0.679456
46,14,0.315436,0.999271,0.511649,0.657894
46,15,0.341159,0.958131,0.488136,0.647069
46,16,0.389908,0.905294,0.448251,0.615162
46,17,0.449483,0.794751,0.406521,0.58865
46,18,0.480214,0.761821,0.387526,0.568779
46,19,0.539239,0.70196,0.355067,0.546413
46,20,0.615496,0.632073,0.31961,0.515265
46,21,0.656782,0.601711,0.302912,0.508681
46,22,0.718864,0.552509,0.280526,0.487264
46,23,0.798452,0.508461,0.255811,0.463629
46,24,0.847679,0.485118,0.242385,0.454913
46,25,0.896458,0.461436,0.23027,0.43928
46,26,1.008745,0.406809,0.206132,0.414972
46,27,1.064456,0.389775,0.195775,0.402556
46,28,1.18911,0.343683,0.175694,0.378019
46,29,1.246624,0.329328,0.167635,0.369045
47,0,0.0,1.530117,1.0,0.991668
47,1,0.008048,1.532569,0.990299,0.982185
47,2,0.007446,1.52141,0.991155,0.971954
47,3,0.022136,1.476054,0.968066,0.952575
47,4,0.034454,1.460392,0.946884,0.926668
47,5,0.030381,1.451514,0.953985,0.931823
47,6,0.036804,1.479036,0.942758,0.915495
47,7,0.044725,1.429956,0.928749,0.906239
47,8,0.053891,1.426654,0.912448,0.895749
47,9,0.056408,1.398887,0.907972,0.879913
47,10,0.069945,1.352356,0.884015,0.871665
47,11,0.076694,1.366278,0.87219,0.861512
47,12,0.083145,1.33425,0.860993,0.857051
47,13,0.079024,1.369486,0.868135,0.84999
47,14,0.098756,1.285853,0.834392,0.832843
47,15,0.105496,1.268808,0.823153,0.825867
47,16,0.110316,1.274867,0.815212,0.816361
47,17,0.11517,1.262582,0.807301,0.810357
47,18,0.122074,1.234639,0.796199,0.802469
47,19,0.128545,1.257475,0.785956,0.798079
47,20,0.143647,1.177538,0.762681,0.794457
47,21,0.140042,1.17423,0.768156,0.786413
47,22,0.154448,1.144326,0.746575,0.777078
47,23,0.155647,1.150023,0.744816,0.773083
47,24,0.160506,1.159586,0.737742,0.76648
47,25,0.164413,1.13142,0.732119,0.764332
47,26,0.172867,1.13247,0.720155,0.761287
47,27,0.178845,1.106955,0.711861,0.752128
47,28,0.185865,1.099131,0.702292,0.74638
47,29,0.192605,1.077552,0.693278,0.740246
48,0,0.0,5.25283,1.0,0.983972
48,1,0.001333,5.266531,0.998892,0.98475
48,2,0.003762,5.183361,0.996162,0.967976
48,3,0.003583,5.185066,0.99638,0.969601
48,4,0.005561,5.219142,0.993881,0.955577
48,5,0.009308,5.274313,0.988706,0.952733
48,6,0.010102,5.088233,0.987554,0.937581
48,7,0.014169,5.031632,0.981438,0.927416
48,8,0.01478,5.117359,0.98049,0.930574
48,9,0.016872,5.166436,0.977209,0.916964
48,10,0.01975,5.092199,0.972597,0.919808
48,11,0.019811,5.029558,0.972498,0.912814
48,12,0.021154,5.08165,0.970313,0.912982
48,13,0.025075,4.956335,0.963837,0.894333
48,14,0.025761,5.069423,0.96269,0.900759
48,15,0.027186,5.009698,0.960299,0.888498
48,16,0.030853,4.988628,0.954087,0.875378
48,17,0.030465,5.017523,0.954748,0.889578
48,18,0.03257,4.987619,0.951155,0.882027
48,19,0.034791,4.930602,0.947344,0.883369
48,20,0.035073,5.006107,0.946858,0.877751
48,21,0.038354,4.964497,0.941193,0.873235
48,22,0.042685,4.799197,0.933671,0.875625
48,23,0.042966,4.872078,0.933181,0.867539
48,24,0.044327,4.818298,0.930811,0.862404
48,25,0.046552,4.789089,0.926927,0.861875
48,26,0.048191,4.861497,0.924065,0.860733
48,27,0.051499,4.785209,0.918282,0.842295
48,28,0.05262,4.788257,0.916323,0.857712
48,29,0.053961,4.750798,0.913977,0.859919
49,0,0.001399,1.382266,0.998384,0.993284
49,1,0.018716,1.34002,0.964908,0.96264
49,2,0.02843,1.329482,0.94334,0.944882
49,3,0.051588,1.226332,0.890646,0.91575
49,4,0.058606,1.18925,0.874823,0.892618
49,5,0.086718,1.116734,0.813681,0.852377
49,6,0.103293,1.084697,0.77975,0.823785
49,7,0.122278,1.017004,0.743022,0.794581
49,8,0.136352,0.97475,0.71728,0.781028
49,9,0.156123,0.935322,0.683202,0.757235
49,10,0.179039,0.887175,0.64661,0.721912
49,11,0.196894,0.846143,0.620129,0.708664
49,12,0.207176,0.837232,0.605638,0.706878
49,13,0.227397,0.797566,0.578656,0.680721
49,14,0.24808,0.76883,0.552999,0.651367
49,15,0.258352,0.742838,0.540935,0.66229
49,16,0.281353,0.714959,0.515436,0.631405
49,17,0.311908,0.665051,0.484516,0.61185
49,18,0.334068,0.632788,0.463984,0.605171
49,19,0.349948,0.617571,0.450155,0.585179
49,20,0.366586,0.592228,0.436401,0.568702
49,21,0.38688,0.590505,0.420568,0.567272
49,22,0.408583,0.559032,0.404696,0.558737
49,23,0.446039,0.519473,0.379613,0.533495
49,24,0.461594,0.508415,0.369974,0.527942
49,25,0.495994,0.471099,0.350105,0.507199
49,26,0.495115,0.490538,0.350589,0.507875
49,27,0.547835,0.452157,0.32347,0.490472
49,28,0.573397,0.430298,0.311611,0.485803
49,29,0.606045,0.411735,0.297538,0.471326
50,0,0.0,4.682581,1.0,1.0
50,1,0.003244,4.67475,0.997593,1.0
50,2,0.0077,4.630682,0.993238,0.990167
50,3,0.012452,4.678362,0.988025,0.971239
50,4,0.017311,4.708288,0.982321,0.971205
50,5,0.023833,4.602943,0.974265,0.969807
50,6,0.027019,4.61741,0.970209,0.959726
50,7,0.035454,4.593703,0.959194,0.944013
50,8,0.040497,4.443912,0.952469,0.943418
50,9,0.044459,4.574874,0.947133,0.929857
50,10,0.049384,4.511909,0.940453,0.934576
50,11,0.058946,4.420911,0.927384,0.924301
50,12,0.061906,4.419523,0.923325,0.921984
50,13,0.069861,4.369276,0.912403,0.922839
50,14,0.077843,4.287851,0.901456,0.903652
50,15,0.086959,4.276509,0.889005,0.899315
50,16,0.097494,4.12978,0.874725,0.888451
50,17,0.101719,4.140625,0.869038,0.895809
50,18,0.110297,4.120999,0.857579,0.889145
50,19,0.130748,3.83414,0.830787,0.870788
50,20,0.136518,3.92213,0.823376,0.865804
50,21,0.14482,3.882976,0.812837,0.852162
50,22,0.156742,3.71985,0.797964,0.850384
50,23,0.169978,3.718415,0.781825,0.834764
50,24,0.190427,3.564942,0.757683,0.826997
50,25,0.204956,3.528849,0.741118,0.815783
50,26,0.213648,3.465709,0.73144,0.808699
50,27,0.233627,3.334764,0.709853,0.799532
50,28,0.245265,3.345666,0.697692,0.795416
50,29,0.277781,3.142053,0.665286,0.782261
51,0,0.0,3.337122,1.0,0.993813
51,1,0.002597,3.364829,0.997912,0.996295
51,2,0.009662,3.264567,0.989974,0.976594
51,3,0.012139,3.284663,0.986858,0.978858
51,4,0.014978,3.255858,0.983152,0.966352
51,5,0.019896,3.240989,0.976472,0.958358
51,6,0.028317,3.279218,0.964506,0.947778
51,7,0.030745,3.21284,0.960967,0.945221
51,8,0.03451,3.189747,0.955422,0.940491
51,9,0.038232,3.177911,0.949883,0.925952
51,10,0.043506,3.148477,0.941965,0.930744
51,11,0.049316,3.049025,0.933174,0.913631
51,12,0.051352,3.166536,0.930082,0.92127
51,13,0.057473,3.019569,0.920768,0.914133
51,14,0.061623,3.096127,0.914445,0.914023
51,15,0.065117,3.044387,0.909124,0.898637
51,16,0.067934,3.016863,0.904836,0.894497
51,17,0.074031,2.971501,0.895578,0.899549
51,18,0.073033,3.063422,0.897091,0.888628
51,19,0.087679,2.929753,0.875009,0.876195
51,20,0.090506,2.8986,0.870784,0.879932
51,21,0.092881,2.870861,0.867245,0.876078
51,22,0.098368,2.840516,0.859114,0.872478
51,23,0.102808,2.838931,0.852578,0.870396
51,24,0.113622,2.759221,0.836846,0.862248
51,25,0.110053,2.821366,0.842009,0.861326
51,26,0.120679,2.733715,0.826733,0.853022
51,27,0.123589,2.765234,0.822599,0.85013
51,28,0.131322,2.728057,0.811719,0.844754
51,29,0.134824,2.683802,0.806845,0.83506
52,0,0.0,5.844666,1.0,1.0
52,1,0.00519,5.822423,0.995699,0.992534
52,2,0.010049,5.671831,0.990545,0.98124
52,3,0.01624,5.812867,0.983303,0.971523
52,4,0.023707,5.645152,0.97396,0.953769
52,5,0.025627,5.6845,0.971483,0.945649
52,6,0.032486,5.633194,0.962447,0.947839
52,7,0.040234,5.394207,0.951984,0.934741
52,8,0.045739,5.452037,0.94444,0.928129
52,9,0.053206,5.473696,0.934113,0.920101
52,10,0.05903,5.384362,0.926013,0.913228
52,11,0.067099,5.352279,0.914766,0.907087
52,12,0.073752,5.266639,0.905495,0.896174
52,13,0.082617,5.25401,0.893177,0.87879
52,14,0.093034,5.112478,0.878799,0.883025
52,15,0.098569,5.134686,0.871216,0.876522
52,16,0.113735,4.894863,0.850689,0.855372
52,17,0.123014,4.865316,0.838338,0.848024
52,18,0.136241,4.742662,0.821032,0.848104
52,19,0.14246,4.742809,0.813026,0.84418
52,20,0.158242,4.595822,0.793101,0.813735
52,21,0.172535,4.496367,0.775556,0.819128
52,22,0.185144,4.38796,0.760479,0.807147
52,23,0.197695,4.314124,0.74585,0.799788
52,24,0.213936,4.226888,0.727476,0.789862
52,25,0.233243,4.022125,0.706443,0.772973
52,26,0.258122,3.863917,0.680604,0.765447
52,27,0.261247,3.938996,0.677457,0.756605
52,28,0.296453,3.635553,0.643457,0.743976
52,29,0.307787,3.671591,0.633063,0.738825
53,0,0.000561,4.38107,0.999692,0.993381
53,1,0.009461,4.382834,0.990952,0.984347
53,2,0.012314,4.315386,0.987627,0.982309
53,3,0.021194,4.363186,0.97653,0.97984
53,4,0.026513,4.301075,0.969514,0.961703
53,5,0.037813,4.133476,0.954066,0.951575
53,6,0.04528,4.139111,0.943602,0.946755
53,7,0.054101,4.158462,0.931098,0.939443
53,8,0.060773,4.025795,0.921589,0.931275
53,9,0.070199,3.992796,0.908138,0.919718
53,10,0.076194,4.012908,0.899598,0.911865
53,11,0.085228,3.879883,0.886784,0.906561
53,12,0.09007,3.914399,0.879955,0.883642
53,13,0.103458,3.754169,0.86125,0.897892
53,14,0.111744,3.630449,0.849828,0.880012
53,15,0.121044,3.727963,0.83717,0.874239
53,16,0.129383,3.649421,0.825977,0.876989
53,17,0.1413,3.582288,0.810251,0.853464
53,18,0.151226,3.46947,0.797409,0.861127
53,19,0.162689,3.408973,0.782874,0.844559
53,20,0.17007,3.442618,0.773688,0.837556
53,21,0.182217,3.346372,0.758865,0.829824
53,22,0.193919,3.273124,0.744934,0.813959
53,23,0.207382,3.215425,0.729332,0.800887
53,24,0.214064,3.222895,0.721753,0.798608
53,25,0.227854,3.130222,0.706462,0.800946
53,26,0.248197,2.997879,0.68474,0.778149
53,27,0.266933,2.886847,0.665591,0.763233
53,28,0.273313,2.917112,0.659252,0.767027
53,29,0.296477,2.776252,0.636994,0.756984
54,0,0.0,4.527387,1.0,0.998405
54,1,0.005552,4.614571,0.994125,0.992585
54,2,0.008021,4.579448,0.990895,0.989016
54,3,0.010428,4.542038,0.987565,0.979508
54,4,0.018453,4.414572,0.975635,0.965841
54,5,0.020737,4.533303,0.972074,0.958672
54,6,0.02346,4.479478,0.967762,0.959639
54,7,0.029201,4.377987,0.958479,0.949907
54,8,0.032011,4.347657,0.953862,0.938561
54,9,0.037838,4.329218,0.944181,0.942131
54,10,0.03775,4.305797,0.944328,0.934647
54,11,0.043212,4.379267,0.935162,0.929946
54,12,0.052394,4.1972,0.919653,0.915706
54,13,0.055896,4.14158,0.913725,0.918277
54,14,0.060423,4.21714,0.906068,0.89925
54,15,0.064204,4.098492,0.899683,0.911596
54,16,0.074994,4.070681,0.88156,0.882911
54,17,0.079966,4.028,0.873279,0.88047
54,18,0.084501,3.964251,0.86577,0.883569
54,19,0.091181,3.878218,0.854802,0.873809
54,20,0.100175,3.847671,0.840222,0.865704
54,21,0.111356,3.723932,0.82243,0.855127
54,22,0.116282,3.731787,0.814717,0.849002
54,23,0.126294,3.690279,0.799287,0.846008
54,24,0.124136,3.740254,0.802585,0.845301
54,25,0.135471,3.559403,0.785442,0.840967
54,26,0.144114,3.531174,0.772672,0.829339
54,27,0.159322,3.421942,0.750835,0.814462
54,28,0.166755,3.401736,0.740457,0.814532
54,29,0.182592,3.243983,0.718994,0.789725
55,0,0.001702,2.841595,0.998855,0.982809
55,1,0.013797,2.783635,0.98608,0.975631
55,2,0.019003,2.772738,0.979691,0.973305
55,3,0.032003,2.74615,0.962699,0.963726
55,4,0.045492,2.756608,0.944206,0.934399
55,5,0.054949,2.682654,0.930993,0.936989
55,6,0.066475,2.628533,0.914787,0.923334
55,7,0.081994,2.598797,0.892998,0.912062
55,8,0.090286,2.540781,0.88144,0.892655
55,9,0.106665,2.478091,0.858888,0.901035
55,10,0.124827,2.384763,0.834436,0.87328
55,11,0.138234,2.330578,0.816825,0.855729
55,12,0.16152,2.230835,0.787205,0.844856
55,13,0.171272,2.212572,0.775183,0.843451
55,14,0.199893,2.122486,0.741231,0.809436
55,15,0.213002,2.092899,0.726344,0.798655
55,16,0.238862,2.004101,0.698181,0.788613
55,17,0.261704,1.930049,0.674598,0.774947
55,18,0.284816,1.85494,0.651922,0.764467
55,19,0.299432,1.839843,0.638174,0.759096
55,20,0.343795,1.711723,0.599086,0.731786
55,21,0.364562,1.677339,0.582071,0.709792
55,22,0.408643,1.544677,0.548423,0.690001
55,23,0.425189,1.546048,0.536603,0.68294
55,24,0.463867,1.476997,0.510548,0.673883
55,25,0.512853,1.388144,0.480442,0.652547
55,26,0.536428,1.338352,0.466997,0.645983
55,27,0.579581,1.286546,0.443973,0.626083
55,28,0.637104,1.179765,0.416148,0.600298
55,29,0.662503,1.161346,0.404797,0.593896
56,0,0.0,4.287061,1.0,0.980005
56,1,0.002919,4.321173,0.995688,0.975525
56,2,0.009162,4.13788,0.983201,0.951357
56,3,0.014465,4.127905,0.971291,0.943807
56,4,0.01696,4.219461,0.965459,0.928017
56,5,0.021557,4.000127,0.954464,0.919497
56,6,0.023655,4.111092,0.949367,0.900957
56,7,0.031056,3.971643,0.931155,0.884449
56,8,0.038466,3.930617,0.912758,0.865796
56,9,0.038871,3.971674,0.911751,0.857703
56,10,0.044557,3.867038,0.897649,0.845163
56,11,0.048833,3.865066,0.887096,0.840917
56,12,0.05553,3.721582,0.870704,0.81689
56,13,0.057205,3.709113,0.866636,0.817557
56,14,0.070168,3.617804,0.835682,0.790289
56,15,0.074852,3.527048,0.824753,0.79097
56,16,0.080425,3.508452,0.811949,0.777667
56,17,0.092278,3.413757,0.785455,0.76657
56,18,0.095106,3.376391,0.779287,0.754653
56,19,0.108987,3.170203,0.749892,0.740476
56,20,0.121656,3.100662,0.724334,0.730329
56,21,0.121236,3.123622,0.725163,0.726219
56,22,0.131773,3.019947,0.70479,0.720587
56,23,0.150023,2.886232,0.671408,0.692457
56,24,0.161226,2.809132,0.652067,0.680471
56,25,0.17022,2.722363,0.637145,0.680641
56,26,0.183504,2.64105,0.616052,0.660299
56,27,0.203266,2.49007,0.586639,0.642965
56,28,0.197215,2.545262,0.595405,0.650086
56,29,0.225344,2.353235,0.556348,0.62528
57,0,0.001918,2.725833,0.997669,0.990622
57,1,0.00934,2.681865,0.984623,0.971372
57,2,0.023078,2.584514,0.955801,0.95811
57,3,0.031997,2.5998,0.93594,0.93156
57,4,0.040494,2.495718,0.91676,0.911781
57,5,0.049086,2.45593,0.897359,0.896516
57,6,0.05879,2.374372,0.875637,0.882586
57,7,0.071424,2.304324,0.847891,0.868021
57,8,0.082896,2.254309,0.823379,0.842227
57,9,0.092701,2.184169,0.803017,0.82399
57,10,0.098646,2.158597,0.790952,0.827006
57,11,0.118176,2.071138,0.752856,0.794387
57,12,0.128553,1.99161,0.733589,0.779416
57,13,0.140851,1.916159,0.711621,0.76477
57,14,0.158246,1.833112,0.682121,0.739572
57,15,0.168651,1.841807,0.665326,0.734019
57,16,0.170733,1.82354,0.662038,0.733873
57,17,0.194939,1.718412,0.625578,0.714489
57,18,0.206869,1.654016,0.608738,0.69455
57,19,0.229856,1.557006,0.578245,0.677986
57,20,0.245875,1.519622,0.558414,0.670905
57,21,0.261986,1.471092,0.539558,0.651605
57,22,0.279697,1.40305,0.520006,0.642516
57,23,0.292962,1.360903,0.506116,0.631588
57,24,0.320848,1.284184,0.478851,0.607319
57,25,0.340991,1.265398,0.460654,0.594101
57,26,0.369582,1.177555,0.436758,0.587497
57,27,0.377583,1.17833,0.430446,0.563615
57,28,0.414058,1.096918,0.403551,0.555071
57,29,0.422029,1.092707,0.398055,0.547114
58,0,0.000779,2.79181,0.999069,1.0
58,1,0.006088,2.748407,0.989134,0.989254
58,2,0.014743,2.702879,0.969228,0.958431
58,3,0.023606,2.634825,0.947102,0.955036
58,4,0.026385,2.60184,0.939997,0.935837
58,5,0.03441,2.585384,0.919295,0.911267
58,6,0.043935,2.481225,0.894691,0.898157
58,7,0.056431,2.401014,0.862854,0.864313
58,8,0.057501,2.361713,0.860166,0.85941
58,9,0.070915,2.309772,0.827077,0.84086
58,10,0.079425,2.23314,0.806754,0.819642
58,11,0.082184,2.218218,0.800287,0.808643
58,12,0.090025,2.160279,0.782234,0.797721
58,13,0.096864,2.133201,0.766895,0.789477
58,14,0.108686,2.023108,0.741288,0.77704
58,15,0.111488,2.062076,0.735388,0.766233
58,16,0.124366,1.974089,0.709088,0.742783
58,17,0.138362,1.890538,0.682001,0.737038
58,18,0.143537,1.843599,0.67237,0.73343
58,19,0.15209,1.837401,0.65689,0.713646
58,20,0.159106,1.783841,0.644592,0.716896
58,21,0.172588,1.754734,0.621929,0.698268
58,22,0.183901,1.689955,0.603856,0.677732
58,23,0.193061,1.667899,0.589822,0.670154
58,24,0.204235,1.599121,0.573393,0.661284
58,25,0.215863,1.568182,0.557065,0.65178
58,26,0.230351,1.504613,0.537756,0.627944
58,27,0.245059,1.43962,0.51925,0.624797
58,28,0.257336,1.407956,0.504594,0.615764
58,29,0.272736,1.345456,0.48716,0.617103
59,0,0.002225,3.041939,0.997537,0.998333
59,1,0.004797,2.966218,0.993832,0.985101
59,2,0.0073,2.958037,0.989832,0.9789
59,3,0.013431,2.936596,0.979096,0.972938
59,4,0.014977,2.884967,0.976245,0.962605
59,5,0.019928,2.926791,0.966857,0.952739
59,6,0.022546,2.843954,0.961767,0.9465
59,7,0.021027,2.846193,0.964729,0.9498
59,8,0.031353,2.816361,0.944243,0.926872
59,9,0.033066,2.77477,0.940785,0.92408
59,10,0.035356,2.840557,0.936147,0.920304
59,11,0.04076,2.757647,0.925153,0.91125
59,12,0.045288,2.64828,0.915915,0.905774
59,13,0.048805,2.720421,0.908741,0.909386
59,14,0.051157,2.715618,0.903947,0.905784
59,15,0.061298,2.628103,0.883381,0.890187
59,16,0.063016,2.593241,0.87992,0.886267
59,17,0.066639,2.60447,0.87265,0.876697
59,18,0.070974,2.568908,0.864007,0.864589
59,19,0.079696,2.505317,0.846822,0.865771
59,20,0.084672,2.474507,0.837154,0.860677
59,21,0.091114,2.468055,0.8248,0.848384
59,22,0.09134,2.485165,0.824371,0.845935
59,23,0.09538,2.451341,0.816724,0.84022
59,24,0.11291,2.303182,0.784459,0.829971
59,25,0.119985,2.320268,0.771872,0.822237
59,26,0.11836,2.332524,0.77474,0.828279
59,27,0.135133,2.259181,0.745782,0.802907
59,28,0.139164,2.186998,0.739035,0.801657
59,29,0.145987,2.173197,0.727808,0.796785
60,0,0.0,4.597883,1.0,0.992244
60,1,0.00532,4.517798,0.993399,0.987758
60,2,0.015466,4.489808,0.976646,0.973241
60,3,0.020305,4.424179,0.967914,0.95032
60,4,0.027858,4.323749,0.953788,0.940165
60,5,0.037572,4.2428,0.935128,0.933466
60,6,0.040149,4.305614,0.930129,0.920864
60,7,0.049011,4.13204,0.91288,0.906138
60,8,0.059407,4.033637,0.892687,0.892757
60,9,0.066475,4.032856,0.879062,0.883501
60,10,0.074709,3.946009,0.863358,0.870856
60,11,0.083223,3.823205,0.847347,0.858412
60,12,0.095196,3.753602,0.825296,0.843622
60,13,0.099965,3.703294,0.816676,0.843622
60,14,0.109071,3.636315,0.800492,0.824114
60,15,0.112499,3.724098,0.794495,0.820337
60,16,0.127309,3.506124,0.769207,0.813198
60,17,0.140158,3.390079,0.74809,0.794423
60,18,0.146655,3.440928,0.737705,0.785532
60,19,0.15375,3.35142,0.726588,0.78122
60,20,0.166907,3.25387,0.706584,0.766823
60,21,0.183585,3.093644,0.682344,0.748042
60,22,0.192618,3.098404,0.669721,0.745043
60,23,0.204435,3.013207,0.65373,0.729887
60,24,0.218672,2.908471,0.635223,0.731342
60,25,0.233698,2.77046,0.616553,0.712316
60,26,0.250109,2.729474,0.597125,0.694873
60,27,0.259081,2.729735,0.58691,0.690835
60,28,0.273288,2.617691,0.571297,0.686761
60,29,0.288773,2.527998,0.555028,0.667555
61,0,0.0,5.431496,1.0,1.0
61,1,0.004315,5.404213,0.994287,0.966987
61,2,0.00575,5.356967,0.991957,0.967508
61,3,0.010317,5.354128,0.983909,0.94654
61,4,0.014615,5.388634,0.975764,0.932224
61,5,0.017624,5.34995,0.969843,0.928002
61,6,0.022058,5.191553,0.960888,0.911567
61,7,0.023714,5.279021,0.957491,0.913357
61,8,0.029403,5.187267,0.945655,0.886108
61,9,0.03166,5.154693,0.94091,0.888224
61,10,0.035917,5.095163,0.931909,0.875047
61,11,0.040721,4.971018,0.921705,0.86871
61,12,0.044343,4.955587,0.914002,0.861628
61,13,0.047352,4.982091,0.907604,0.84322
61,14,0.051707,4.831594,0.898361,0.845435
61,15,0.056476,4.785399,0.888278,0.84182
61,16,0.060251,4.807171,0.880337,0.832062
61,17,0.063418,4.71885,0.873707,0.822011
61,18,0.068029,4.742956,0.864118,0.809657
61,19,0.074445,4.597375,0.850913,0.811124
61,20,0.076155,4.624585,0.847422,0.814378
61,21,0.084653,4.534794,0.830276,0.798494
61,22,0.090617,4.434099,0.818448,0.79383
61,23,0.090905,4.44183,0.817883,0.790628
61,24,0.100472,4.321802,0.79931,0.773818
61,25,0.103379,4.320396,0.793764,0.772031
