scenario_id,step,wave_H_m,wind_V_ms,water_depth_m,scour_depth_m
23,6,2.82,12.06,37.92,3.851
23,7,2.886,12.49,37.92,4.192
23,8,3.053,12.93,37.92,4.495
23,9,3.1,13.74,37.92,4.768
23,10,3.173,13.84,37.92,4.933
23,11,3.304,14.52,37.92,5.18
23,12,3.419,15.38,37.92,5.379
23,13,3.49,15.27,37.92,5.547
23,14,3.605,15.89,37.92,5.715
23,15,3.689,16.52,37.92,5.848
23,16,3.919,17.04,37.92,5.94
23,17,3.958,17.27,37.92,6.053
23,18,4.268,18.12,37.92,6.182
23,19,4.163,18.53,37.92,6.287
23,20,4.196,19.15,37.92,6.353
23,21,4.623,19.25,37.92,6.394
23,22,4.502,19.58,37.92,6.472
23,23,4.664,19.99,37.92,6.567
23,24,4.728,20.75,37.92,6.602
23,25,4.836,21.01,37.92,6.66
23,26,4.932,21.41,37.92,6.724
23,27,4.872,21.91,37.92,6.719
23,28,5.124,22.3,37.92,6.771
23,29,5.059,23.03,37.92,6.801
24,0,1.958,4.92,27.36,0.833
24,1,1.999,5.69,27.36,1.406
24,2,2.202,6.06,27.36,1.871
24,3,2.295,5.94,27.36,2.36
24,4,2.406,6.95,27.36,2.793
24,5,2.482,6.64,27.36,3.112
24,6,2.488,6.42,27.36,3.485
24,7,2.617,7.07,27.36,3.766
24,8,2.831,7.43,27.36,4.051
24,9,2.941,7.8,27.36,4.261
24,10,2.815,7.85,27.36,4.562
24,11,2.872,7.88,27.36,4.728
24,12,3.048,8.11,27.36,4.9
24,13,3.32,8.5,27.36,5.086
24,14,3.433,8.79,27.36,5.206
24,15,3.314,8.87,27.36,5.337
24,16,3.533,9.25,27.36,5.51
24,17,3.781,9.93,27.36,5.624
24,18,3.734,10.48,27.36,5.673
24,19,3.93,10.47,27.36,5.794
24,20,3.984,10.9,27.36,5.859
24,21,3.888,11.05,27.36,5.895
24,22,4.055,11.27,27.36,5.97
24,23,4.173,11.18,27.36,6.077
24,24,4.276,11.58,27.36,6.07
24,25,4.452,11.67,27.36,6.191
24,26,4.497,11.99,27.36,6.177
24,27,4.258,12.33,27.36,6.258
24,28,4.515,12.78,27.36,6.255
24,29,4.523,12.95,27.36,6.309
25,0,2.073,5.12,15.37,1.207
25,1,2.179,5.44,15.37,1.727
25,2,2.282,5.8,15.37,2.156
25,3,2.257,6.12,15.37,2.573
25,4,2.52,5.72,15.37,2.97
25,5,2.623,6.1,15.37,3.289
25,6,2.525,7.0,15.37,3.63
25,7,2.603,6.9,15.37,3.888
25,8,2.849,7.04,15.37,4.178
25,9,3.128,7.34,15.37,4.372
25,10,3.218,7.59,15.37,4.554
25,11,3.203,8.09,15.37,4.802
25,12,3.173,7.84,15.37,4.944
25,13,3.434,8.43,15.37,5.091
25,14,3.399,8.74,15.37,5.248
25,15,3.467,9.04,15.37,5.365
25,16,3.429,9.23,15.37,5.443
25,17,3.752,9.57,15.37,5.548
25,18,3.778,9.5,15.37,5.625
25,19,3.95,9.63,15.37,5.698
25,20,3.81,10.9,15.37,5.812
25,21,4.156,10.33,15.37,5.874
25,22,3.995,10.61,15.37,5.941
25,23,4.446,11.12,15.37,6.004
25,24,4.489,11.64,15.37,6.042
25,25,4.508,11.25,15.37,6.088
25,26,4.691,11.37,15.37,6.068
25,27,4.637,11.54,15.37,6.139
25,28,4.841,12.64,15.37,6.196
25,29,5.012,12.1,15.37,6.182
26,0,0.349,11.28,29.91,0.426
26,1,0.646,11.54,29.91,1.401
26,2,0.72,11.95,29.91,2.271
26,3,0.734,12.84,29.91,3.056
26,4,0.932,13.19,29.91,3.769
26,5,0.705,13.81,29.91,4.4
26,6,0.787,15.17,29.91,4.943
26,7,0.69,15.24,29.91,5.502
26,8,1.064,15.93,29.91,5.966
26,9,0.92,16.45,29.91,6.354
26,10,0.933,16.71,29.91,6.792
26,11,1.003,17.16,29.91,7.118
26,12,1.104,17.91,29.91,7.39
26,13,1.107,18.43,29.91,7.68
26,14,1.369,18.75,29.91,7.937
26,15,1.181,19.51,29.91,8.164
26,16,1.121,19.8,29.91,8.386
26,17,1.143,20.51,29.91,8.546
26,18,1.192,21.0,29.91,8.754
26,19,1.113,21.27,29.91,8.903
26,20,1.299,21.49,29.91,9.03
26,21,1.405,22.46,29.91,9.14
26,22,1.297,23.83,29.91,9.268
26,23,1.309,23.74,29.91,9.343
26,24,1.573,24.61,29.91,9.424
26,25,1.311,24.28,29.91,9.543
26,26,1.279,25.16,29.91,9.598
26,27,1.402,25.61,29.91,9.644
26,28,1.395,26.5,29.91,9.708
26,29,1.619,27.83,29.91,9.755
27,0,1.73,4.26,39.72,0.316
27,1,1.829,4.83,39.72,0.961
27,2,2.051,4.45,39.72,1.581
27,3,1.952,5.13,39.72,2.149
27,4,2.184,5.54,39.72,2.613
27,5,2.343,5.09,39.72,3.112
27,6,2.232,5.16,39.72,3.486
27,7,2.436,5.12,39.72,3.903
27,8,2.423,5.63,39.72,4.192
27,9,2.625,5.94,39.72,4.518
27,10,2.461,6.73,39.72,4.718
27,11,2.539,5.93,39.72,4.987
27,12,2.749,6.53,39.72,5.225
27,13,2.785,6.17,39.72,5.388
27,14,2.907,6.78,39.72,5.619
27,15,3.022,7.21,39.72,5.774
27,16,3.201,7.46,39.72,5.893
27,17,3.174,7.69,39.72,6.043
27,18,3.218,7.83,39.72,6.178
27,19,3.35,8.08,39.72,6.226
27,20,3.394,8.12,39.72,6.338
27,21,3.462,7.99,39.72,6.444
27,22,3.48,7.95,39.72,6.529
27,23,3.733,8.54,39.72,6.598
27,24,3.755,8.86,39.72,6.68
27,25,3.993,9.48,39.72,6.729
27,26,3.837,9.27,39.72,6.785
27,27,4.013,9.44,39.72,6.79
27,28,4.334,9.82,39.72,6.862
27,29,4.144,9.82,39.72,6.891
28,0,3.124,3.39,34.7,0.11
28,1,3.178,3.89,34.7,1.043
28,2,3.317,4.1,34.7,1.891
28,3,3.758,3.63,34.7,2.701
28,4,3.773,3.85,34.7,3.399
28,5,3.921,4.38,34.7,4.005
28,6,3.89,4.01,34.7,4.586
28,7,4.247,4.41,34.7,5.102
28,8,4.479,4.02,34.7,5.598
28,9,4.63,4.42,34.7,5.997
28,10,4.734,5.01,34.7,6.385
28,11,4.706,4.6,34.7,6.702
28,12,5.002,4.93,34.7,7.025
28,13,5.19,4.64,34.7,7.322
28,14,5.096,5.87,34.7,7.539
28,15,5.315,5.8,34.7,7.773
28,16,5.668,5.63,34.7,7.947
28,17,5.819,5.88,34.7,8.142
28,18,5.728,5.99,34.7,8.316
28,19,6.114,6.44,34.7,8.451
28,20,6.196,6.02,34.7,8.633
28,21,6.417,6.55,34.7,8.71
28,22,6.427,6.81,34.7,8.852
28,23,6.707,7.0,34.7,8.939
28,24,6.879,6.11,34.7,9.024
28,25,6.912,6.76,34.7,9.134
28,26,7.1,6.78,34.7,9.131
28,27,7.186,7.29,34.7,9.237
28,28,7.568,6.79,34.7,9.278
28,29,7.542,6.93,34.7,9.314
29,0,1.699,5.84,32.37,0.836
29,1,1.806,5.63,32.37,1.609
29,2,1.977,5.73,32.37,2.27
29,3,2.126,6.05,32.37,2.911
29,4,2.004,6.24,32.37,3.438
29,5,2.408,6.74,32.37,3.932
29,6,2.341,6.51,32.37,4.378
29,7,2.443,7.0,32.37,4.785
29,8,2.473,7.27,32.37,5.142
29,9,2.571,7.13,32.37,5.461
29,10,2.641,8.08,32.37,5.793
29,11,2.844,7.82,32.37,6.027
29,12,2.828,8.5,32.37,6.272
29,13,2.992,8.48,32.37,6.504
29,14,2.958,9.19,32.37,6.697
29,15,3.108,8.64,32.37,6.849
29,16,3.094,8.88,32.37,7.041
29,17,3.383,9.18,32.37,7.18
29,18,3.264,9.74,32.37,7.301
29,19,3.402,10.42,32.37,7.406
29,20,3.489,10.68,32.37,7.511
29,21,3.572,9.76,32.37,7.61
29,22,3.766,10.78,32.37,7.674
29,23,3.748,9.99,32.37,7.775
29,24,4.006,11.45,32.37,7.863
29,25,3.871,11.79,32.37,7.925
29,26,4.056,11.7,32.37,7.957
29,27,4.048,11.98,32.37,8.037
29,28,4.255,12.23,32.37,8.099
29,29,4.297,12.23,32.37,8.096
30,0,2.988,8.7,16.24,1.047
30,1,3.267,8.91,16.24,1.803
30,2,3.228,9.68,16.24,2.559
30,3,3.497,9.78,16.24,3.249
30,4,3.506,9.97,16.24,3.825
30,5,3.739,10.18,16.24,4.426
30,6,3.753,10.49,16.24,4.883
30,7,3.952,11.86,16.24,5.329
30,8,4.155,11.74,16.24,5.704
30,9,4.489,12.39,16.24,6.041
30,10,4.463,13.24,16.24,6.373
30,11,4.763,12.95,16.24,6.678
30,12,4.765,13.35,16.24,6.922
30,13,4.849,13.91,16.24,7.184
30,14,5.187,14.37,16.24,7.397
30,15,5.221,15.34,16.24,7.574
30,16,5.258,15.66,16.24,7.711
30,17,5.515,15.79,16.24,7.937
30,18,5.583,16.45,16.24,8.039
30,19,5.559,16.38,16.24,8.224
30,20,5.996,16.93,16.24,8.298
30,21,6.157,17.17,16.24,8.383
30,22,6.376,17.28,16.24,8.489
30,23,6.38,18.45,16.24,8.524
30,24,6.458,18.66,16.24,8.66
30,25,6.711,18.92,16.24,8.759
30,26,6.857,19.32,16.24,8.728
30,27,7.081,19.29,16.24,8.819
30,28,7.058,19.86,16.24,8.873
30,29,7.191,20.67,16.24,8.937
31,0,1.722,3.57,36.28,0.531
31,1,1.933,3.85,36.28,1.217
31,2,1.811,4.06,36.28,1.901
31,3,2.13,4.07,36.28,2.447
31,4,2.198,4.16,36.28,2.98
31,5,2.285,4.15,36.28,3.454
31,6,2.326,4.77,36.28,3.901
31,7,2.552,5.18,36.28,4.255
31,8,2.573,4.68,36.28,4.629
31,9,2.512,5.34,36.28,4.902
31,10,2.6,5.62,36.28,5.205
31,11,2.657,5.42,36.28,5.454
31,12,2.887,6.32,36.28,5.699
31,13,2.819,5.96,36.28,5.899
31,14,3.113,6.22,36.28,6.115
31,15,3.224,6.38,36.28,6.244
31,16,3.09,6.08,36.28,6.38
31,17,3.246,7.1,36.28,6.525
31,18,3.353,6.69,36.28,6.696
31,19,3.526,7.08,36.28,6.768
31,20,3.685,7.51,36.28,6.896
31,21,3.443,7.95,36.28,6.974
31,22,3.666,7.37,36.28,7.078
31,23,3.758,7.74,36.28,7.131
31,24,3.731,8.47,36.28,7.257
31,25,3.909,8.37,36.28,7.3
31,26,4.087,8.62,36.28,7.31
31,27,4.103,8.28,36.28,7.356
31,28,4.063,8.66,36.28,7.472
31,29,4.591,8.9,36.28,7.427
32,0,2.008,6.96,25.77,0.919
32,1,2.088,7.06,25.77,1.636
32,2,2.063,7.76,25.77,2.281
32,3,2.294,8.67,25.77,2.828
32,4,2.348,8.63,25.77,3.397
32,5,2.271,9.37,25.77,3.841
32,6,2.448,9.36,25.77,4.315
32,7,2.73,9.43,25.77,4.642
32,8,2.941,10.39,25.77,5.019
32,9,2.879,10.41,25.77,5.286
32,10,3.048,10.99,25.77,5.57
32,11,3.018,10.73,25.77,5.85
32,12,3.12,11.71,25.77,6.082
32,13,3.334,12.07,25.77,6.332
32,14,3.487,12.18,25.77,6.489
32,15,3.546,12.2,25.77,6.683
32,16,3.405,12.78,25.77,6.801
32,17,3.601,13.32,25.77,6.958
32,18,3.731,13.56,25.77,7.055
32,19,3.773,14.02,25.77,7.164
32,20,3.933,14.49,25.77,7.244
32,21,4.072,14.34,25.77,7.377
32,22,4.186,14.53,25.77,7.457
32,23,4.35,15.22,25.77,7.541
32,24,4.244,15.48,25.77,7.596
32,25,4.236,16.16,25.77,7.692
32,26,4.504,15.95,25.77,7.709
32,27,4.752,16.93,25.77,7.774
32,28,4.612,17.38,25.77,7.791
32,29,4.824,17.32,25.77,7.819
33,0,2.543,8.79,36.68,0.093
33,1,2.612,8.97,36.68,0.832
33,2,2.713,9.46,36.68,1.531
33,3,2.74,9.92,36.68,2.135
33,4,2.723,10.9,36.68,2.666
33,5,2.96,10.87,36.68,3.202
33,6,3.151,10.92,36.68,3.614
33,7,3.419,11.81,36.68,4.049
33,8,3.419,12.41,36.68,4.429
33,9,3.496,12.58,36.68,4.725
33,10,3.579,13.45,36.68,5.054
33,11,3.853,13.67,36.68,5.307
33,12,4.042,13.54,36.68,5.558
33,13,4.132,14.11,36.68,5.742
33,14,4.206,14.77,36.68,5.96
33,15,4.117,14.63,36.68,6.105
33,16,4.349,15.65,36.68,6.327
33,17,4.698,15.45,36.68,6.397
33,18,4.735,16.7,36.68,6.56
33,19,4.589,17.09,36.68,6.666
33,20,4.856,17.4,36.68,6.804
33,21,5.018,17.46,36.68,6.924
33,22,5.025,18.14,36.68,6.985
33,23,4.989,18.36,36.68,7.109
33,24,5.349,18.63,36.68,7.092
33,25,5.38,19.26,36.68,7.157
33,26,5.5,19.99,36.68,7.222
33,27,5.662,20.22,36.68,7.293
33,28,5.804,21.07,36.68,7.316
33,29,5.936,21.29,36.68,7.364
34,0,3.739,11.18,19.89,0.161
34,1,3.99,11.04,19.89,0.72
34,2,4.021,11.96,19.89,1.26
34,3,4.413,12.26,19.89,1.76
34,4,4.281,13.05,19.89,2.198
34,5,4.722,13.43,19.89,2.619
34,6,5.028,14.06,19.89,2.936
34,7,5.015,15.02,19.89,3.26
34,8,5.377,15.37,19.89,3.575
34,9,5.606,16.06,19.89,3.84
34,10,5.344,15.81,19.89,4.088
34,11,5.845,16.84,19.89,4.281
34,12,5.757,17.64,19.89,4.465
34,13,6.218,18.33,19.89,4.646
34,14,6.413,17.95,19.89,4.784
34,15,6.351,18.84,19.89,4.924
34,16,6.976,19.78,19.89,5.021
34,17,6.997,19.95,19.89,5.188
34,18,7.068,20.26,19.89,5.277
34,19,7.485,20.6,19.89,5.381
34,20,7.343,21.31,19.89,5.393
34,21,7.585,21.62,19.89,5.523
34,22,7.662,22.67,19.89,5.575
34,23,8.257,23.46,19.89,5.683
34,24,8.295,23.34,19.89,5.721
34,25,8.513,24.33,19.89,5.763
34,26,8.662,25.03,19.89,5.795
34,27,8.874,25.31,19.89,5.852
34,28,9.009,25.36,19.89,5.862
34,29,9.213,26.49,19.89,5.911
35,0,0.892,4.78,11.86,1.041
35,1,0.863,4.98,11.86,1.875
35,2,0.961,5.1,11.86,2.559
35,3,1.036,5.52,11.86,3.183
35,4,1.062,5.88,11.86,3.701
35,5,0.946,6.67,11.86,4.262
35,6,1.002,6.22,11.86,4.711
35,7,1.287,6.87,11.86,5.15
35,8,1.191,6.76,11.86,5.508
35,9,1.322,6.85,11.86,5.841
35,10,1.197,7.16,11.86,6.152
35,11,1.202,6.98,11.86,6.388
35,12,1.307,7.67,11.86,6.657
35,13,1.412,7.21,11.86,6.905
35,14,1.41,7.78,11.86,7.122
35,15,1.648,8.31,11.86,7.271
35,16,1.579,8.86,11.86,7.446
35,17,1.789,9.17,11.86,7.563
35,18,1.687,8.9,11.86,7.758
35,19,1.448,9.25,11.86,7.872
35,20,1.837,9.73,11.86,7.971
35,21,1.623,9.26,11.86,8.065
35,22,1.84,10.02,11.86,8.176
35,23,1.782,9.88,11.86,8.209
35,24,2.116,10.31,11.86,8.278
35,25,2.088,10.45,11.86,8.383
35,26,1.913,10.95,11.86,8.44
35,27,2.017,11.22,11.86,8.449
35,28,2.096,11.55,11.86,8.51
35,29,2.201,11.62,11.86,8.597
36,0,0.618,10.72,24.28,0.56
36,1,0.542,11.74,24.28,1.168
36,2,0.603,11.25,24.28,1.67
36,3,0.704,12.73,24.28,2.195
36,4,0.857,12.65,24.28,2.593
36,5,0.806,13.42,24.28,2.979
36,6,0.716,13.67,24.28,3.391
36,7,0.888,14.07,24.28,3.728
36,8,0.814,14.94,24.28,3.985
36,9,0.972,15.62,24.28,4.242
36,10,1.165,15.97,24.28,4.523
36,11,0.906,16.18,24.28,4.699
36,12,1.052,17.94,24.28,4.894
36,13,0.927,17.73,24.28,5.102
36,14,1.02,18.17,24.28,5.218
36,15,1.064,18.3,24.28,5.353
36,16,1.071,18.73,24.28,5.509
36,17,1.366,19.35,24.28,5.593
36,18,1.119,20.27,24.28,5.708
36,19,1.238,20.17,24.28,5.778
36,20,1.016,20.66,24.28,5.892
36,21,1.282,21.66,24.28,5.966
36,22,1.383,22.11,24.28,6.052
36,23,1.246,22.29,24.28,6.111
36,24,1.077,22.71,24.28,6.161
36,25,1.354,23.99,24.28,6.208
36,26,1.389,24.18,24.28,6.244
36,27,1.489,24.18,24.28,6.298
36,28,1.648,24.71,24.28,6.301
36,29,1.438,25.51,24.28,6.309
37,0,2.542,5.07,18.1,1.03
37,1,2.638,5.26,18.1,1.445
37,2,2.901,5.66,18.1,1.812
37,3,3.056,5.1,18.1,2.181
37,4,3.081,5.85,18.1,2.456
37,5,3.34,6.45,18.1,2.737
37,6,3.436,6.65,18.1,2.988
37,7,3.52,6.6,18.1,3.244
37,8,3.553,7.43,18.1,3.407
37,9,3.721,7.14,18.1,3.609
37,10,3.653,7.5,18.1,3.797
37,11,4.047,7.44,18.1,3.918
37,12,4.153,7.42,18.1,4.065
37,13,4.296,7.63,18.1,4.157
37,14,4.454,8.18,18.1,4.324
37,15,4.569,8.3,18.1,4.397
37,16,4.647,8.06,18.1,4.479
37,17,4.789,8.52,18.1,4.556
37,18,4.771,8.97,18.1,4.647
37,19,4.98,9.52,18.1,4.69
37,20,5.17,9.53,18.1,4.82
37,21,5.218,9.74,18.1,4.787
37,22,5.505,9.7,18.1,4.874
37,23,5.48,10.24,18.1,4.929
37,24,5.694,10.86,18.1,4.95
37,25,5.811,10.75,18.1,5.005
37,26,6.001,10.48,18.1,5.017
37,27,6.143,10.79,18.1,5.093
37,28,6.249,11.58,18.1,5.066
37,29,6.096,11.57,18.1,5.064
38,0,3.941,9.25,31.46,1.222
38,1,4.159,9.53,31.46,1.974
38,2,4.143,10.31,31.46,2.611
38,3,4.399,10.52,31.46,3.213
38,4,4.471,11.0,31.46,3.734
38,5,4.55,11.25,31.46,4.186
38,6,4.855,12.23,31.46,4.618
38,7,5.059,12.33,31.46,5.006
38,8,5.262,13.03,31.46,5.399
38,9,5.386,12.94,31.46,5.69
38,10,5.594,14.26,31.46,5.997
38,11,5.85,14.57,31.46,6.231
38,12,5.959,14.06,31.46,6.443
38,13,6.275,14.84,31.46,6.631
38,14,6.473,15.67,31.46,6.843
38,15,6.827,15.58,31.46,7.007
38,16,6.886,16.39,31.46,7.158
38,17,6.983,17.0,31.46,7.293
38,18,7.081,17.27,31.46,7.38
38,19,7.357,17.93,31.46,7.558
38,20,7.545,18.01,31.46,7.632
38,21,7.645,17.99,31.46,7.696
38,22,7.959,19.41,31.46,7.815
38,23,7.926,19.85,31.46,7.862
38,24,8.225,20.76,31.46,7.957
38,25,8.49,19.79,31.46,8.024
38,26,8.59,21.13,31.46,8.081
38,27,8.783,20.76,31.46,8.106
38,28,8.974,22.32,31.46,8.145
38,29,9.089,22.39,31.46,8.18
39,0,4.081,6.52,38.71,1.264
39,1,4.054,7.37,38.71,1.754
39,2,4.379,7.3,38.71,2.18
39,3,4.579,7.88,38.71,2.554
39,4,4.635,8.18,38.71,2.897
39,5,4.928,8.97,38.71,3.232
39,6,5.021,9.32,38.71,3.509
39,7,5.443,8.93,38.71,3.751
39,8,5.381,9.75,38.71,4.021
39,9,5.621,9.87,38.71,4.248
39,10,5.755,9.67,38.71,4.419
39,11,5.933,10.21,38.71,4.555
39,12,6.42,11.45,38.71,4.721
39,13,6.506,11.19,38.71,4.89
39,14,6.657,11.71,38.71,4.96
39,15,6.769,11.67,38.71,5.111
39,16,7.117,11.9,38.71,5.167
39,17,7.135,12.4,38.71,5.32
39,18,7.488,12.64,38.71,5.36
39,19,7.513,12.6,38.71,5.487
39,20,7.727,13.08,38.71,5.544
39,21,8.059,13.92,38.71,5.567
39,22,8.26,13.92,38.71,5.609
39,23,8.425,14.37,38.71,5.676
39,24,8.452,14.76,38.71,5.713
39,25,8.704,15.12,38.71,5.748
39,26,8.955,15.69,38.71,5.759
39,27,9.046,15.35,38.71,5.814
39,28,9.459,16.18,38.71,5.831
39,29,9.273,16.56,38.71,5.891
40,0,2.117,3.94,30.73,0.278
40,1,2.25,3.4,30.73,1.239
40,2,2.122,4.08,30.73,2.103
40,3,2.373,4.69,30.73,2.864
40,4,2.681,4.32,30.73,3.594
40,5,2.727,4.67,30.73,4.245
40,6,2.988,4.94,30.73,4.793
40,7,3.091,4.57,30.73,5.327
40,8,3.085,5.61,30.73,5.79
40,9,3.179,5.38,30.73,6.248
40,10,3.261,5.56,30.73,6.613
40,11,3.094,5.08,30.73,6.952
40,12,3.326,6.0,30.73,7.215
40,13,3.582,6.09,30.73,7.532
40,14,3.739,6.6,30.73,7.777
40,15,3.813,6.19,30.73,8.004
40,16,3.8,6.17,30.73,8.181
40,17,4.089,6.44,30.73,8.375
40,18,4.25,6.66,30.73,8.562
40,19,4.301,6.66,30.73,8.735
40,20,4.412,7.55,30.73,8.837
40,21,4.363,7.74,30.73,8.962
40,22,4.633,7.46,30.73,9.116
40,23,4.646,7.58,30.73,9.174
40,24,4.788,7.33,30.73,9.267
40,25,4.88,8.26,30.73,9.348
40,26,4.937,8.72,30.73,9.396
40,27,4.969,8.21,30.73,9.5
40,28,5.153,8.54,30.73,9.534
40,29,5.366,8.88,30.73,9.6
41,0,2.094,10.16,36.61,0.738
41,1,2.331,10.17,36.61,1.695
41,2,2.418,10.63,36.61,2.466
41,3,2.418,11.09,36.61,3.263
41,4,2.69,11.08,36.61,3.943
41,5,2.619,11.54,36.61,4.525
41,6,2.909,12.19,36.61,5.103
41,7,2.904,13.21,36.61,5.622
41,8,2.963,13.27,36.61,6.023
41,9,2.979,13.67,36.61,6.448
41,10,3.162,14.13,36.61,6.817
41,11,3.253,14.72,36.61,7.149
41,12,3.251,15.74,36.61,7.45
41,13,3.458,15.65,36.61,7.706
41,14,3.503,15.92,36.61,7.955
41,15,3.745,16.63,36.61,8.144
41,16,3.921,17.62,36.61,8.362
41,17,3.77,17.41,36.61,8.526
41,18,4.168,17.67,36.61,8.671
41,19,4.087,18.34,36.61,8.829
41,20,4.105,18.99,36.61,8.975
41,21,4.382,19.62,36.61,9.095
41,22,4.365,20.19,36.61,9.166
41,23,4.504,20.04,36.61,9.268
41,24,4.575,20.53,36.61,9.387
41,25,4.637,21.18,36.61,9.46
41,26,4.895,21.95,36.61,9.538
41,27,4.897,21.83,36.61,9.61
41,28,4.885,22.49,36.61,9.65
41,29,5.187,22.96,36.61,9.683
42,0,2.637,4.96,23.59,1.103
42,1,2.775,5.06,23.59,2.004
42,2,3.143,5.4,23.59,2.811
42,3,3.037,5.76,23.59,3.473
42,4,3.058,5.49,23.59,4.113
42,5,3.485,5.45,23.59,4.692
42,6,3.526,5.68,23.59,5.197
42,7,3.667,5.71,23.59,5.687
42,8,3.791,6.35,23.59,6.106
42,9,3.979,6.59,23.59,6.474
42,10,4.013,7.17,23.59,6.803
42,11,4.369,7.17,23.59,7.089
42,12,4.207,7.24,23.59,7.413
42,13,4.532,7.58,23.59,7.654
42,14,4.685,7.53,23.59,7.862
42,15,4.678,8.37,23.59,8.058
42,16,4.785,8.05,23.59,8.278
42,17,5.122,8.17,23.59,8.399
42,18,5.054,8.99,23.59,8.587
42,19,5.226,9.14,23.59,8.734
42,20,5.508,8.68,23.59,8.85
42,21,5.556,9.68,23.59,8.941
42,22,5.506,9.42,23.59,9.023
42,23,5.994,9.76,23.59,9.149
42,24,5.899,10.15,23.59,9.242
42,25,6.045,10.5,23.59,9.279
42,26,6.244,10.68,23.59,9.366
42,27,6.414,10.76,23.59,9.447
42,28,6.681,10.87,23.59,9.475
42,29,6.452,11.35,23.59,9.508
43,0,2.527,4.23,33.15,1.182
43,1,2.637,5.01,33.15,1.732
43,2,2.667,4.85,33.15,2.25
43,3,2.878,4.61,33.15,2.768
43,4,3.01,4.95,33.15,3.174
43,5,2.897,5.31,33.15,3.563
43,6,3.328,5.89,33.15,3.906
43,7,3.115,6.13,33.15,4.224
43,8,3.275,5.8,33.15,4.546
43,9,3.481,5.84,33.15,4.807
43,10,3.817,6.01,33.15,5.041
43,11,3.712,6.61,33.15,5.235
43,12,3.858,7.43,33.15,5.411
43,13,4.122,7.11,33.15,5.542
43,14,4.067,6.67,33.15,5.72
43,15,4.097,7.14,33.15,5.904
43,16,4.291,7.37,33.15,5.977
43,17,4.588,7.52,33.15,6.128
43,18,4.576,7.86,33.15,6.199
43,19,4.88,8.29,33.15,6.236
43,20,4.879,8.59,33.15,6.384
43,21,4.859,8.92,33.15,6.471
43,22,5.046,8.95,33.15,6.511
43,23,5.074,8.42,33.15,6.597
43,24,5.21,8.89,33.15,6.593
43,25,5.843,9.37,33.15,6.648
43,26,5.615,9.67,33.15,6.724
43,27,5.717,10.09,33.15,6.769
43,28,5.687,10.05,33.15,6.823
43,29,6.024,10.25,33.15,6.841
44,0,2.829,6.15,35.29,1.153
44,1,3.039,6.3,35.29,1.585
44,2,3.165,6.7,35.29,1.956
44,3,2.965,7.3,35.29,2.234
44,4,3.133,7.23,35.29,2.567
44,5,3.275,7.54,35.29,2.827
44,6,3.413,7.84,35.29,3.061
44,7,3.671,8.53,35.29,3.301
44,8,3.713,8.1,35.29,3.464
44,9,4.108,9.26,35.29,3.671
44,10,4.223,8.67,35.29,3.833
44,11,4.163,9.12,35.29,3.987
44,12,4.49,9.83,35.29,4.072
44,13,4.575,10.21,35.29,4.181
44,14,4.512,9.77,35.29,4.322
44,15,4.488,10.16,35.29,4.405
44,16,4.798,10.87,35.29,4.554
44,17,4.887,11.78,35.29,4.583
44,18,5.103,11.74,35.29,4.644
44,19,5.222,11.59,35.29,4.702
44,20,5.351,11.23,35.29,4.738
44,21,5.528,12.27,35.29,4.824
44,22,5.486,12.65,35.29,4.857
44,23,5.78,12.72,35.29,4.899
44,24,5.826,12.88,35.29,4.94
44,25,6.021,13.47,35.29,4.976
44,26,6.228,13.44,35.29,4.967
44,27,6.141,14.57,35.29,5.046
44,28,6.367,14.76,35.29,5.037
44,29,6.514,14.8,35.29,5.073
45,0,3.508,9.06,31.33,0.368
45,1,3.821,9.27,31.33,1.33
45,2,3.831,9.9,31.33,2.118
45,3,4.019,10.83,31.33,2.927
45,4,4.175,11.04,31.33,3.63
45,5,4.527,11.27,31.33,4.223
45,6,4.541,11.93,31.33,4.837
45,7,4.808,12.25,31.33,5.335
45,8,5.131,12.64,31.33,5.798
45,9,5.098,13.25,31.33,6.192
45,10,5.388,13.55,31.33,6.593
45,11,5.616,14.09,31.33,6.94
45,12,5.723,14.31,31.33,7.231
45,13,5.791,14.63,31.33,7.493
45,14,6.029,14.97,31.33,7.743
45,15,6.007,15.37,31.33,7.98
45,16,6.23,15.53,31.33,8.178
45,17,6.419,16.17,31.33,8.377
45,18,6.876,16.6,31.33,8.513
45,19,6.742,17.17,31.33,8.646
45,20,6.913,18.22,31.33,8.811
45,21,7.063,18.14,31.33,8.915
45,22,7.395,18.7,31.33,9.048
45,23,7.525,19.14,31.33,9.13
45,24,7.791,19.97,31.33,9.232
45,25,7.921,19.76,31.33,9.278
45,26,7.888,20.3,31.33,9.372
45,27,8.117,20.77,31.33,9.42
45,28,8.506,21.58,31.33,9.468
45,29,8.521,22.08,31.33,9.528
46,0,3.231,4.98,25.23,0.278
46,1,3.247,5.44,25.23,1.015
46,2,3.316,5.36,25.23,1.611
46,3,3.532,5.49,25.23,2.168
46,4,3.616,6.13,25.23,2.71
46,5,3.807,6.15,25.23,3.172
46,6,4.034,6.02,25.23,3.58
46,7,4.215,6.77,25.23,3.963
46,8,4.155,6.65,25.23,4.326
46,9,4.462,6.84,25.23,4.627
46,10,4.556,7.44,25.23,4.901
46,11,4.7,7.38,25.23,5.115
46,12,4.928,7.76,25.23,5.422
46,13,5.01,8.08,25.23,5.588
