scenario_id,step,L_pile_m,D_pile_m,t_wall_m,EI_Nm2
51,7,35.503,5.54,0.0779,31484261673.0
51,8,35.503,5.54,0.0779,31484261673.0
51,9,35.503,5.54,0.0779,31484261673.0
51,10,35.503,5.54,0.0779,31484261673.0
51,11,35.503,5.54,0.0779,31484261673.0
51,12,35.503,5.54,0.0779,31484261673.0
51,13,35.503,5.54,0.0779,31484261673.0
51,14,35.503,5.54,0.0779,31484261673.0
51,15,35.503,5.54,0.0779,31484261673.0
51,16,35.503,5.54,0.0779,31484261673.0
51,17,35.503,5.54,0.0779,31484261673.0
51,18,35.503,5.54,0.0779,31484261673.0
51,19,35.503,5.54,0.0779,31484261673.0
51,20,35.503,5.54,0.0779,31484261673.0
51,21,35.503,5.54,0.0779,31484261673.0
51,22,35.503,5.54,0.0779,31484261673.0
51,23,35.503,5.54,0.0779,31484261673.0
51,24,35.503,5.54,0.0779,31484261673.0
51,25,35.503,5.54,0.0779,31484261673.0
51,26,35.503,5.54,0.0779,31484261673.0
51,27,35.503,5.54,0.0779,31484261673.0
51,28,35.503,5.54,0.0779,31484261673.0
51,29,35.503,5.54,0.0779,31484261673.0
52,0,38.79,7.405,0.0712,33473644721.0
52,1,38.79,7.405,0.0712,33473644721.0
52,2,38.79,7.405,0.0712,33473644721.0
52,3,38.79,7.405,0.0712,33473644721.0
52,4,38.79,7.405,0.0712,33473644721.0
52,5,38.79,7.405,0.0712,33473644721.0
52,6,38.79,7.405,0.0712,33473644721.0
52,7,38.79,7.405,0.0712,33473644721.0
52,8,38.79,7.405,0.0712,33473644721.0
52,9,38.79,7.405,0.0712,33473644721.0
52,10,38.79,7.405,0.0712,33473644721.0
52,11,38.79,7.405,0.0712,33473644721.0
52,12,38.79,7.405,0.0712,33473644721.0
52,13,38.79,7.405,0.0712,33473644721.0
52,14,38.79,7.405,0.0712,33473644721.0
52,15,38.79,7.405,0.0712,33473644721.0
52,16,38.79,7.405,0.0712,33473644721.0
52,17,38.79,7.405,0.0712,33473644721.0
52,18,38.79,7.405,0.0712,33473644721.0
52,19,38.79,7.405,0.0712,33473644721.0
52,20,38.79,7.405,0.0712,33473644721.0
52,21,38.79,7.405,0.0712,33473644721.0
52,22,38.79,7.405,0.0712,33473644721.0
52,23,38.79,7.405,0.0712,33473644721.0
52,24,38.79,7.405,0.0712,33473644721.0
52,25,38.79,7.405,0.0712,33473644721.0
52,26,38.79,7.405,0.0712,33473644721.0
52,27,38.79,7.405,0.0712,33473644721.0
52,28,38.79,7.405,0.0712,33473644721.0
52,29,38.79,7.405,0.0712,33473644721.0
53,0,37.897,5.268,0.0953,39817578967.0
53,1,37.897,5.268,0.0953,39817578967.0
53,2,37.897,5.268,0.0953,39817578967.0
53,3,37.897,5.268,0.0953,39817578967.0
53,4,37.897,5.268,0.0953,39817578967.0
53,5,37.897,5.268,0.0953,39817578967.0
53,6,37.897,5.268,0.0953,39817578967.0
53,7,37.897,5.268,0.0953,39817578967.0
53,8,37.897,5.268,0.0953,39817578967.0
53,9,37.897,5.268,0.0953,39817578967.0
53,10,37.897,5.268,0.0953,39817578967.0
53,11,37.897,5.268,0.0953,39817578967.0
53,12,37.897,5.268,0.0953,39817578967.0
53,13,37.897,5.268,0.0953,39817578967.0
53,14,37.897,5.268,0.0953,39817578967.0
53,15,37.897,5.268,0.0953,39817578967.0
53,16,37.897,5.268,0.0953,39817578967.0
53,17,37.897,5.268,0.0953,39817578967.0
53,18,37.897,5.268,0.0953,39817578967.0
53,19,37.897,5.268,0.0953,39817578967.0
53,20,37.897,5.268,0.0953,39817578967.0
53,21,37.897,5.268,0.0953,39817578967.0
53,22,37.897,5.268,0.0953,39817578967.0
53,23,37.897,5.268,0.0953,39817578967.0
53,24,37.897,5.268,0.0953,39817578967.0
53,25,37.897,5.268,0.0953,39817578967.0
53,26,37.897,5.268,0.0953,39817578967.0
53,27,37.897,5.268,0.0953,39817578967.0
53,28,37.897,5.268,0.0953,39817578967.0
53,29,37.897,5.268,0.0953,39817578967.0
54,0,31.958,4.678,0.0556,27266381849.0
54,1,31.958,4.678,0.0556,27266381849.0
54,2,31.958,4.678,0.0556,27266381849.0
54,3,31.958,4.678,0.0556,27266381849.0
54,4,31.958,4.678,0.0556,27266381849.0
54,5,31.958,4.678,0.0556,27266381849.0
54,6,31.958,4.678,0.0556,27266381849.0
54,7,31.958,4.678,0.0556,27266381849.0
54,8,31.958,4.678,0.0556,27266381849.0
54,9,31.958,4.678,0.0556,27266381849.0
54,10,31.958,4.678,0.0556,27266381849.0
54,11,31.958,4.678,0.0556,27266381849.0
54,12,31.958,4.678,0.0556,27266381849.0
54,13,31.958,4.678,0.0556,27266381849.0
54,14,31.958,4.678,0.0556,27266381849.0
54,15,31.958,4.678,0.0556,27266381849.0
54,16,31.958,4.678,0.0556,27266381849.0
54,17,31.958,4.678,0.0556,27266381849.0
54,18,31.958,4.678,0.0556,27266381849.0
54,19,31.958,4.678,0.0556,27266381849.0
54,20,31.958,4.678,0.0556,27266381849.0
54,21,31.958,4.678,0.0556,27266381849.0
54,22,31.958,4.678,0.0556,27266381849.0
54,23,31.958,4.678,0.0556,27266381849.0
54,24,31.958,4.678,0.0556,27266381849.0
54,25,31.958,4.678,0.0556,27266381849.0
54,26,31.958,4.678,0.0556,27266381849.0
54,27,31.958,4.678,0.0556,27266381849.0
54,28,31.958,4.678,0.0556,27266381849.0
54,29,31.958,4.678,0.0556,27266381849.0
55,0,38.437,6.227,0.0746,15103212112.0
55,1,38.437,6.227,0.0746,15103212112.0
55,2,38.437,6.227,0.0746,15103212112.0
55,3,38.437,6.227,0.0746,15103212112.0
55,4,38.437,6.227,0.0746,15103212112.0
55,5,38.437,6.227,0.0746,15103212112.0
55,6,38.437,6.227,0.0746,15103212112.0
55,7,38.437,6.227,0.0746,15103212112.0
55,8,38.437,6.227,0.0746,15103212112.0
55,9,38.437,6.227,0.0746,15103212112.0
55,10,38.437,6.227,0.0746,15103212112.0
55,11,38.437,6.227,0.0746,15103212112.0
55,12,38.437,6.227,0.0746,15103212112.0
55,13,38.437,6.227,0.0746,15103212112.0
55,14,38.437,6.227,0.0746,15103212112.0
55,15,38.437,6.227,0.0746,15103212112.0
55,16,38.437,6.227,0.0746,15103212112.0
55,17,38.437,6.227,0.0746,15103212112.0
55,18,38.437,6.227,0.0746,15103212112.0
55,19,38.437,6.227,0.0746,15103212112.0
55,20,38.437,6.227,0.0746,15103212112.0
55,21,38.437,6.227,0.0746,15103212112.0
55,22,38.437,6.227,0.0746,15103212112.0
55,23,38.437,6.227,0.0746,15103212112.0
55,24,38.437,6.227,0.0746,15103212112.0
55,25,38.437,6.227,0.0746,15103212112.0
55,26,38.437,6.227,0.0746,15103212112.0
55,27,38.437,6.227,0.0746,15103212112.0
55,28,38.437,6.227,0.0746,15103212112.0
55,29,38.437,6.227,0.0746,15103212112.0
56,0,21.77,7.745,0.0506,21351036232.0
56,1,21.77,7.745,0.0506,21351036232.0
56,2,21.77,7.745,0.0506,21351036232.0
56,3,21.77,7.745,0.0506,21351036232.0
56,4,21.77,7.745,0.0506,21351036232.0
56,5,21.77,7.745,0.0506,21351036232.0
56,6,21.77,7.745,0.0506,21351036232.0
56,7,21.77,7.745,0.0506,21351036232.0
56,8,21.77,7.745,0.0506,21351036232.0
56,9,21.77,7.745,0.0506,21351036232.0
56,10,21.77,7.745,0.0506,21351036232.0
56,11,21.77,7.745,0.0506,21351036232.0
56,12,21.77,7.745,0.0506,21351036232.0
56,13,21.77,7.745,0.0506,21351036232.0
56,14,21.77,7.745,0.0506,21351036232.0
56,15,21.77,7.745,0.0506,21351036232.0
56,16,21.77,7.745,0.0506,21351036232.0
56,17,21.77,7.745,0.0506,21351036232.0
56,18,21.77,7.745,0.0506,21351036232.0
56,19,21.77,7.745,0.0506,21351036232.0
56,20,21.77,7.745,0.0506,21351036232.0
56,21,21.77,7.745,0.0506,21351036232.0
56,22,21.77,7.745,0.0506,21351036232.0
56,23,21.77,7.745,0.0506,21351036232.0
56,24,21.77,7.745,0.0506,21351036232.0
56,25,21.77,7.745,0.0506,21351036232.0
56,26,21.77,7.745,0.0506,21351036232.0
56,27,21.77,7.745,0.0506,21351036232.0
56,28,21.77,7.745,0.0506,21351036232.0
56,29,21.77,7.745,0.0506,21351036232.0
57,0,23.92,6.784,0.0734,24523291856.0
57,1,23.92,6.784,0.0734,24523291856.0
57,2,23.92,6.784,0.0734,24523291856.0
57,3,23.92,6.784,0.0734,24523291856.0
57,4,23.92,6.784,0.0734,24523291856.0
57,5,23.92,6.784,0.0734,24523291856.0
57,6,23.92,6.784,0.0734,24523291856.0
57,7,23.92,6.784,0.0734,24523291856.0
57,8,23.92,6.784,0.0734,24523291856.0
57,9,23.92,6.784,0.0734,24523291856.0
57,10,23.92,6.784,0.0734,24523291856.0
57,11,23.92,6.784,0.0734,24523291856.0
57,12,23.92,6.784,0.0734,24523291856.0
57,13,23.92,6.784,0.0734,24523291856.0
57,14,23.92,6.784,0.0734,24523291856.0
57,15,23.92,6.784,0.0734,24523291856.0
57,16,23.92,6.784,0.0734,24523291856.0
57,17,23.92,6.784,0.0734,24523291856.0
57,18,23.92,6.784,0.0734,24523291856.0
57,19,23.92,6.784,0.0734,24523291856.0
57,20,23.92,6.784,0.0734,24523291856.0
57,21,23.92,6.784,0.0734,24523291856.0
57,22,23.92,6.784,0.0734,24523291856.0
57,23,23.92,6.784,0.0734,24523291856.0
57,24,23.92,6.784,0.0734,24523291856.0
57,25,23.92,6.784,0.0734,24523291856.0
57,26,23.92,6.784,0.0734,24523291856.0
57,27,23.92,6.784,0.0734,24523291856.0
57,28,23.92,6.784,0.0734,24523291856.0
57,29,23.92,6.784,0.0734,24523291856.0
58,0,20.905,6.28,0.0528,35836689653.0
58,1,20.905,6.28,0.0528,35836689653.0
58,2,20.905,6.28,0.0528,35836689653.0
58,3,20.905,6.28,0.0528,35836689653.0
58,4,20.905,6.28,0.0528,35836689653.0
58,5,20.905,6.28,0.0528,35836689653.0
58,6,20.905,6.28,0.0528,35836689653.0
58,7,20.905,6.28,0.0528,35836689653.0
58,8,20.905,6.28,0.0528,35836689653.0
58,9,20.905,6.28,0.0528,35836689653.0
58,10,20.905,6.28,0.0528,35836689653.0
58,11,20.905,6.28,0.0528,35836689653.0
58,12,20.905,6.28,0.0528,35836689653.0
58,13,20.905,6.28,0.0528,35836689653.0
58,14,20.905,6.28,0.0528,35836689653.0
58,15,20.905,6.28,0.0528,35836689653.0
58,16,20.905,6.28,0.0528,35836689653.0
58,17,20.905,6.28,0.0528,35836689653.0
58,18,20.905,6.28,0.0528,35836689653.0
58,19,20.905,6.28,0.0528,35836689653.0
58,20,20.905,6.28,0.0528,35836689653.0
58,21,20.905,6.28,0.0528,35836689653.0
58,22,20.905,6.28,0.0528,35836689653.0
58,23,20.905,6.28,0.0528,35836689653.0
58,24,20.905,6.28,0.0528,35836689653.0
58,25,20.905,6.28,0.0528,35836689653.0
58,26,20.905,6.28,0.0528,35836689653.0
58,27,20.905,6.28,0.0528,35836689653.0
58,28,20.905,6.28,0.0528,35836689653.0
58,29,20.905,6.28,0.0528,35836689653.0
59,0,26.507,4.389,0.0559,32831132187.0
59,1,26.507,4.389,0.0559,32831132187.0
59,2,26.507,4.389,0.0559,32831132187.0
59,3,26.507,4.389,0.0559,32831132187.0
59,4,26.507,4.389,0.0559,32831132187.0
59,5,26.507,4.389,0.0559,32831132187.0
59,6,26.507,4.389,0.0559,32831132187.0
59,7,26.507,4.389,0.0559,32831132187.0
59,8,26.507,4.389,0.0559,32831132187.0
59,9,26.507,4.389,0.0559,32831132187.0
59,10,26.507,4.389,0.0559,32831132187.0
59,11,26.507,4.389,0.0559,32831132187.0
59,12,26.507,4.389,0.0559,32831132187.0
59,13,26.507,4.389,0.0559,32831132187.0
59,14,26.507,4.389,0.0559,32831132187.0
59,15,26.507,4.389,0.0559,32831132187.0
59,16,26.507,4.389,0.0559,32831132187.0
59,17,26.507,4.389,0.0559,32831132187.0
59,18,26.507,4.389,0.0559,32831132187.0
59,19,26.507,4.389,0.0559,32831132187.0
59,20,26.507,4.389,0.0559,32831132187.0
59,21,26.507,4.389,0.0559,32831132187.0
59,22,26.507,4.389,0.0559,32831132187.0
59,23,26.507,4.389,0.0559,32831132187.0
59,24,26.507,4.389,0.0559,32831132187.0
59,25,26.507,4.389,0.0559,32831132187.0
59,26,26.507,4.389,0.0559,32831132187.0
59,27,26.507,4.389,0.0559,32831132187.0
59,28,26.507,4.389,0.0559,32831132187.0
59,29,26.507,4.389,0.0559,32831132187.0
60,0,27.774,6.46,0.0559,24243869036.0
60,1,27.774,6.46,0.0559,24243869036.0
60,2,27.774,6.46,0.0559,24243869036.0
60,3,27.774,6.46,0.0559,24243869036.0
60,4,27.774,6.46,0.0559,24243869036.0
60,5,27.774,6.46,0.0559,24243869036.0
60,6,27.774,6.46,0.0559,24243869036.0
60,7,27.774,6.46,0.0559,24243869036.0
60,8,27.774,6.46,0.0559,24243869036.0
60,9,27.774,6.46,0.0559,24243869036.0
60,10,27.774,6.46,0.0559,24243869036.0
60,11,27.774,6.46,0.0559,24243869036.0
60,12,27.774,6.46,0.0559,24243869036.0
60,13,27.774,6.46,0.0559,24243869036.0
60,14,27.774,6.46,0.0559,24243869036.0
60,15,27.774,6.46,0.0559,24243869036.0
60,16,27.774,6.46,0.0559,24243869036.0
60,17,27.774,6.46,0.0559,24243869036.0
60,18,27.774,6.46,0.0559,24243869036.0
60,19,27.774,6.46,0.0559,24243869036.0
60,20,27.774,6.46,0.0559,24243869036.0
60,21,27.774,6.46,0.0559,24243869036.0
60,22,27.774,6.46,0.0559,24243869036.0
60,23,27.774,6.46,0.0559,24243869036.0
60,24,27.774,6.46,0.0559,24243869036.0
60,25,27.774,6.46,0.0559,24243869036.0
60,26,27.774,6.46,0.0559,24243869036.0
60,27,27.774,6.46,0.0559,24243869036.0
60,28,27.774,6.46,0.0559,24243869036.0
60,29,27.774,6.46,0.0559,24243869036.0
61,0,25.427,7.96,0.0825,49460609952.0
61,1,25.427,7.96,0.0825,49460609952.0
61,2,25.427,7.96,0.0825,49460609952.0
61,3,25.427,7.96,0.0825,49460609952.0
61,4,25.427,7.96,0.0825,49460609952.0
61,5,25.427,7.96,0.0825,49460609952.0
61,6,25.427,7.96,0.0825,49460609952.0
61,7,25.427,7.96,0.0825,49460609952.0
61,8,25.427,7.96,0.0825,49460609952.0
61,9,25.427,7.96,0.0825,49460609952.0
61,10,25.427,7.96,0.0825,49460609952.0
61,11,25.427,7.96,0.0825,49460609952.0
61,12,25.427,7.96,0.0825,49460609952.0
61,13,25.427,7.96,0.0825,49460609952.0
61,14,25.427,7.96,0.0825,49460609952.0
61,15,25.427,7.96,0.0825,49460609952.0
61,16,25.427,7.96,0.0825,49460609952.0
61,17,25.427,7.96,0.0825,49460609952.0
61,18,25.427,7.96,0.0825,49460609952.0
61,19,25.427,7.96,0.0825,49460609952.0
61,20,25.427,7.96,0.0825,49460609952.0
61,21,25.427,7.96,0.0825,49460609952.0
61,22,25.427,7.96,0.0825,49460609952.0
61,23,25.427,7.96,0.0825,49460609952.0
61,24,25.427,7.96,0.0825,49460609952.0
61,25,25.427,7.96,0.0825,49460609952.0
61,26,25.427,7.96,0.0825,49460609952.0
61,27,25.427,7.96,0.0825,49460609952.0
61,28,25.427,7.96,0.0825,49460609952.0
61,29,25.427,7.96,0.0825,49460609952.0
62,0,36.575,4.56,0.0873,34230992774.0
62,1,36.575,4.56,0.0873,34230992774.0
62,2,36.575,4.56,0.0873,34230992774.0
62,3,36.575,4.56,0.0873,34230992774.0
62,4,36.575,4.56,0.0873,34230992774.0
62,5,36.575,4.56,0.0873,34230992774.0
62,6,36.575,4.56,0.0873,34230992774.0
62,7,36.575,4.56,0.0873,34230992774.0
62,8,36.575,4.56,0.0873,34230992774.0
62,9,36.575,4.56,0.0873,34230992774.0
62,10,36.575,4.56,0.0873,34230992774.0
62,11,36.575,4.56,0.0873,34230992774.0
62,12,36.575,4.56,0.0873,34230992774.0
62,13,36.575,4.56,0.0873,34230992774.0
62,14,36.575,4.56,0.0873,34230992774.0
62,15,36.575,4.56,0.0873,34230992774.0
62,16,36.575,4.56,0.0873,34230992774.0
62,17,36.575,4.56,0.0873,34230992774.0
62,18,36.575,4.56,0.0873,34230992774.0
62,19,36.575,4.56,0.0873,34230992774.0
62,20,36.575,4.56,0.0873,34230992774.0
62,21,36.575,4.56,0.0873,34230992774.0
62,22,36.575,4.56,0.0873,34230992774.0
62,23,36.575,4.56,0.0873,34230992774.0
62,24,36.575,4.56,0.0873,34230992774.0
62,25,36.575,4.56,0.0873,34230992774.0
62,26,36.575,4.56,0.0873,34230992774.0
62,27,36.575,4.56,0.0873,34230992774.0
62,28,36.575,4.56,0.0873,34230992774.0
62,29,36.575,4.56,0.0873,34230992774.0
63,0,27.135,6.073,0.0792,19489071669.0
63,1,27.135,6.073,0.0792,19489071669.0
63,2,27.135,6.073,0.0792,19489071669.0
63,3,27.135,6.073,0.0792,19489071669.0
63,4,27.135,6.073,0.0792,19489071669.0
63,5,27.135,6.073,0.0792,19489071669.0
63,6,27.135,6.073,0.0792,19489071669.0
63,7,27.135,6.073,0.0792,19489071669.0
63,8,27.135,6.073,0.0792,19489071669.0
63,9,27.135,6.073,0.0792,19489071669.0
63,10,27.135,6.073,0.0792,19489071669.0
63,11,27.135,6.073,0.0792,19489071669.0
63,12,27.135,6.073,0.0792,19489071669.0
63,13,27.135,6.073,0.0792,19489071669.0
63,14,27.135,6.073,0.0792,19489071669.0
63,15,27.135,6.073,0.0792,19489071669.0
63,16,27.135,6.073,0.0792,19489071669.0
63,17,27.135,6.073,0.0792,19489071669.0
63,18,27.135,6.073,0.0792,19489071669.0
63,19,27.135,6.073,0.0792,19489071669.0
63,20,27.135,6.073,0.0792,19489071669.0
63,21,27.135,6.073,0.0792,19489071669.0
63,22,27.135,6.073,0.0792,19489071669.0
63,23,27.135,6.073,0.0792,19489071669.0
63,24,27.135,6.073,0.0792,19489071669.0
63,25,27.135,6.073,0.0792,19489071669.0
63,26,27.135,6.073,0.0792,19489071669.0
63,27,27.135,6.073,0.0792,19489071669.0
63,28,27.135,6.073,0.0792,19489071669.0
63,29,27.135,6.073,0.0792,19489071669.0
64,0,25.619,7.509,0.0981,14071298905.0
64,1,25.619,7.509,0.0981,14071298905.0
64,2,25.619,7.509,0.0981,14071298905.0
64,3,25.619,7.509,0.0981,14071298905.0
64,4,25.619,7.509,0.0981,14071298905.0
64,5,25.619,7.509,0.0981,14071298905.0
64,6,25.619,7.509,0.0981,14071298905.0
64,7,25.619,7.509,0.0981,14071298905.0
64,8,25.619,7.509,0.0981,14071298905.0
64,9,25.619,7.509,0.0981,14071298905.0
64,10,25.619,7.509,0.0981,14071298905.0
64,11,25.619,7.509,0.0981,14071298905.0
64,12,25.619,7.509,0.0981,14071298905.0
64,13,25.619,7.509,0.0981,14071298905.0
64,14,25.619,7.509,0.0981,14071298905.0
64,15,25.619,7.509,0.0981,14071298905.0
64,16,25.619,7.509,0.0981,14071298905.0
64,17,25.619,7.509,0.0981,14071298905.0
64,18,25.619,7.509,0.0981,14071298905.0
64,19,25.619,7.509,0.0981,14071298905.0
64,20,25.619,7.509,0.0981,14071298905.0
64,21,25.619,7.509,0.0981,14071298905.0
64,22,25.619,7.509,0.0981,14071298905.0
64,23,25.619,7.509,0.0981,14071298905.0
64,24,25.619,7.509,0.0981,14071298905.0
64,25,25.619,7.509,0.0981,14071298905.0
64,26,25.619,7.509,0.0981,14071298905.0
64,27,25.619,7.509,0.0981,14071298905.0
64,28,25.619,7.509,0.0981,14071298905.0
64,29,25.619,7.509,0.0981,14071298905.0
65,0,30.854,6.963,0.0687,16114365567.0
65,1,30.854,6.963,0.0687,16114365567.0
65,2,30.854,6.963,0.0687,16114365567.0
65,3,30.854,6.963,0.0687,16114365567.0
65,4,30.854,6.963,0.0687,16114365567.0
65,5,30.854,6.963,0.0687,16114365567.0
65,6,30.854,6.963,0.0687,16114365567.0
65,7,30.854,6.963,0.0687,16114365567.0
65,8,30.854,6.963,0.0687,16114365567.0
65,9,30.854,6.963,0.0687,16114365567.0
65,10,30.854,6.963,0.0687,16114365567.0
65,11,30.854,6.963,0.0687,16114365567.0
65,12,30.854,6.963,0.0687,16114365567.0
65,13,30.854,6.963,0.0687,16114365567.0
65,14,30.854,6.963,0.0687,16114365567.0
65,15,30.854,6.963,0.0687,16114365567.0
65,16,30.854,6.963,0.0687,16114365567.0
65,17,30.854,6.963,0.0687,16114365567.0
65,18,30.854,6.963,0.0687,16114365567.0
65,19,30.854,6.963,0.0687,16114365567.0
65,20,30.854,6.963,0.0687,16114365567.0
65,21,30.854,6.963,0.0687,16114365567.0
65,22,30.854,6.963,0.0687,16114365567.0
65,23,30.854,6.963,0.0687,16114365567.0
65,24,30.854,6.963,0.0687,16114365567.0
65,25,30.854,6.963,0.0687,16114365567.0
65,26,30.854,6.963,0.0687,16114365567.0
65,27,30.854,6.963,0.0687,16114365567.0
65,28,30.854,6.963,0.0687,16114365567.0
65,29,30.854,6.963,0.0687,16114365567.0
66,0,22.818,6.788,0.0643,19838309135.0
66,1,22.818,6.788,0.0643,19838309135.0
66,2,22.818,6.788,0.0643,19838309135.0
66,3,22.818,6.788,0.0643,19838309135.0
66,4,22.818,6.788,0.0643,19838309135.0
66,5,22.818,6.788,0.0643,19838309135.0
66,6,22.818,6.788,0.0643,19838309135.0
66,7,22.818,6.788,0.0643,19838309135.0
66,8,22.818,6.788,0.0643,19838309135.0
66,9,22.818,6.788,0.0643,19838309135.0
66,10,22.818,6.788,0.0643,19838309135.0
66,11,22.818,6.788,0.0643,19838309135.0
66,12,22.818,6.788,0.0643,19838309135.0
66,13,22.818,6.788,0.0643,19838309135.0
66,14,22.818,6.788,0.0643,19838309135.0
66,15,22.818,6.788,0.0643,19838309135.0
66,16,22.818,6.788,0.0643,19838309135.0
66,17,22.818,6.788,0.0643,19838309135.0
66,18,22.818,6.788,0.0643,19838309135.0
66,19,22.818,6.788,0.0643,19838309135.0
66,20,22.818,6.788,0.0643,19838309135.0
66,21,22.818,6.788,0.0643,19838309135.0
66,22,22.818,6.788,0.0643,19838309135.0
66,23,22.818,6.788,0.0643,19838309135.0
66,24,22.818,6.788,0.0643,19838309135.0
66,25,22.818,6.788,0.0643,19838309135.0
66,26,22.818,6.788,0.0643,19838309135.0
66,27,22.818,6.788,0.0643,19838309135.0
66,28,22.818,6.788,0.0643,19838309135.0
66,29,22.818,6.788,0.0643,19838309135.0
67,0,36.044,6.81,0.0934,16427254930.0
67,1,36.044,6.81,0.0934,16427254930.0
67,2,36.044,6.81,0.0934,16427254930.0
67,3,36.044,6.81,0.0934,16427254930.0
67,4,36.044,6.81,0.0934,16427254930.0
67,5,36.044,6.81,0.0934,16427254930.0
67,6,36.044,6.81,0.0934,16427254930.0
67,7,36.044,6.81,0.0934,16427254930.0
67,8,36.044,6.81,0.0934,16427254930.0
67,9,36.044,6.81,0.0934,16427254930.0
67,10,36.044,6.81,0.0934,16427254930.0
67,11,36.044,6.81,0.0934,16427254930.0
67,12,36.044,6.81,0.0934,16427254930.0
67,13,36.044,6.81,0.0934,16427254930.0
67,14,36.044,6.81,0.0934,16427254930.0
67,15,36.044,6.81,0.0934,16427254930.0
67,16,36.044,6.81,0.0934,16427254930.0
67,17,36.044,6.81,0.0934,16427254930.0
67,18,36.044,6.81,0.0934,16427254930.0
67,19,36.044,6.81,0.0934,16427254930.0
67,20,36.044,6.81,0.0934,16427254930.0
67,21,36.044,6.81,0.0934,16427254930.0
67,22,36.044,6.81,0.0934,16427254930.0
67,23,36.044,6.81,0.0934,16427254930.0
67,24,36.044,6.81,0.0934,16427254930.0
67,25,36.044,6.81,0.0934,16427254930.0
67,26,36.044,6.81,0.0934,16427254930.0
67,27,36.044,6.81,0.0934,16427254930.0
67,28,36.044,6.81,0.0934,16427254930.0
67,29,36.044,6.81,0.0934,16427254930.0
68,0,21.491,5.438,0.0612,17462680962.0
68,1,21.491,5.438,0.0612,17462680962.0
68,2,21.491,5.438,0.0612,17462680962.0
68,3,21.491,5.438,0.0612,17462680962.0
68,4,21.491,5.438,0.0612,17462680962.0
68,5,21.491,5.438,0.0612,17462680962.0
68,6,21.491,5.438,0.0612,17462680962.0
68,7,21.491,5.438,0.0612,17462680962.0
68,8,21.491,5.438,0.0612,17462680962.0
68,9,21.491,5.438,0.0612,17462680962.0
68,10,21.491,5.438,0.0612,17462680962.0
68,11,21.491,5.438,0.0612,17462680962.0
68,12,21.491,5.438,0.0612,17462680962.0
68,13,21.491,5.438,0.0612,17462680962.0
68,14,21.491,5.438,0.0612,17462680962.0
68,15,21.491,5.438,0.0612,17462680962.0
68,16,21.491,5.438,0.0612,17462680962.0
68,17,21.491,5.438,0.0612,17462680962.0
68,18,21.491,5.438,0.0612,17462680962.0
68,19,21.491,5.438,0.0612,17462680962.0
68,20,21.491,5.438,0.0612,17462680962.0
68,21,21.491,5.438,0.0612,17462680962.0
68,22,21.491,5.438,0.0612,17462680962.0
68,23,21.491,5.438,0.0612,17462680962.0
68,24,21.491,5.438,0.0612,17462680962.0
68,25,21.491,5.438,0.0612,17462680962.0
68,26,21.491,5.438,0.0612,17462680962.0
68,27,21.491,5.438,0.0612,17462680962.0
68,28,21.491,5.438,0.0612,17462680962.0
68,29,21.491,5.438,0.0612,17462680962.0
69,0,39.738,5.174,0.0982,21403806748.0
69,1,39.738,5.174,0.0982,21403806748.0
69,2,39.738,5.174,0.0982,21403806748.0
69,3,39.738,5.174,0.0982,21403806748.0
69,4,39.738,5.174,0.0982,21403806748.0
69,5,39.738,5.174,0.0982,21403806748.0
69,6,39.738,5.174,0.0982,21403806748.0
69,7,39.738,5.174,0.0982,21403806748.0
69,8,39.738,5.174,0.0982,21403806748.0
69,9,39.738,5.174,0.0982,21403806748.0
69,10,39.738,5.174,0.0982,21403806748.0
69,11,39.738,5.174,0.0982,21403806748.0
69,12,39.738,5.174,0.0982,21403806748.0
69,13,39.738,5.174,0.0982,21403806748.0
69,14,39.738,5.174,0.0982,21403806748.0
69,15,39.738,5.174,0.0982,21403806748.0
69,16,39.738,5.174,0.0982,21403806748.0
69,17,39.738,5.174,0.0982,21403806748.0
69,18,39.738,5.174,0.0982,21403806748.0
69,19,39.738,5.174,0.0982,21403806748.0
69,20,39.738,5.174,0.0982,21403806748.0
69,21,39.738,5.174,0.0982,21403806748.0
69,22,39.738,5.174,0.0982,21403806748.0
69,23,39.738,5.174,0.0982,21403806748.0
69,24,39.738,5.174,0.0982,21403806748.0
69,25,39.738,5.174,0.0982,21403806748.0
69,26,39.738,5.174,0.0982,21403806748.0
69,27,39.738,5.174,0.0982,21403806748.0
69,28,39.738,5.174,0.0982,21403806748.0
69,29,39.738,5.174,0.0982,21403806748.0
70,0,35.445,7.237,0.0506,16934943812.0
70,1,35.445,7.237,0.0506,16934943812.0
70,2,35.445,7.237,0.0506,16934943812.0
70,3,35.445,7.237,0.0506,16934943812.0
70,4,35.445,7.237,0.0506,16934943812.0
70,5,35.445,7.237,0.0506,16934943812.0
70,6,35.445,7.237,0.0506,16934943812.0
70,7,35.445,7.237,0.0506,16934943812.0
70,8,35.445,7.237,0.0506,16934943812.0
70,9,35.445,7.237,0.0506,16934943812.0
70,10,35.445,7.237,0.0506,16934943812.0
70,11,35.445,7.237,0.0506,16934943812.0
70,12,35.445,7.237,0.0506,16934943812.0
70,13,35.445,7.237,0.0506,16934943812.0
70,14,35.445,7.237,0.0506,16934943812.0
70,15,35.445,7.237,0.0506,16934943812.0
70,16,35.445,7.237,0.0506,16934943812.0
70,17,35.445,7.237,0.0506,16934943812.0
