scenario_id,step,Su_kPa,G0_kPa,void_ratio,OCR
51,0,97.41,51736.2,0.837,5.32
51,1,96.22,51736.2,0.837,5.32
51,2,96.24,51736.2,0.837,5.32
51,3,95.84,51736.2,0.837,5.32
51,4,95.35,51736.2,0.837,5.32
51,5,94.85,51736.2,0.837,5.32
51,6,94.44,51736.2,0.837,5.32
51,7,94.21,51736.2,0.837,5.32
51,8,93.9,51736.2,0.837,5.32
51,9,92.63,51736.2,0.837,5.32
51,10,91.85,51736.2,0.837,5.32
51,11,91.43,51736.2,0.837,5.32
51,12,91.2,51736.2,0.837,5.32
51,13,90.76,51736.2,0.837,5.32
51,14,90.05,51736.2,0.837,5.32
51,15,89.28,51736.2,0.837,5.32
51,16,89.2,51736.2,0.837,5.32
51,17,89.01,51736.2,0.837,5.32
51,18,88.72,51736.2,0.837,5.32
51,19,87.64,51736.2,0.837,5.32
51,20,87.2,51736.2,0.837,5.32
51,21,86.44,51736.2,0.837,5.32
51,22,86.39,51736.2,0.837,5.32
51,23,85.47,51736.2,0.837,5.32
51,24,85.68,51736.2,0.837,5.32
51,25,84.0,51736.2,0.837,5.32
51,26,84.21,51736.2,0.837,5.32
51,27,84.03,51736.2,0.837,5.32
51,28,83.47,51736.2,0.837,5.32
51,29,84.22,51736.2,0.837,5.32
52,0,49.07,76344.1,0.582,7.08
52,1,48.14,76344.1,0.582,7.08
52,2,48.34,76344.1,0.582,7.08
52,3,47.24,76344.1,0.582,7.08
52,4,47.84,76344.1,0.582,7.08
52,5,47.21,76344.1,0.582,7.08
52,6,47.83,76344.1,0.582,7.08
52,7,46.85,76344.1,0.582,7.08
52,8,46.81,76344.1,0.582,7.08
52,9,46.3,76344.1,0.582,7.08
52,10,47.23,76344.1,0.582,7.08
52,11,45.95,76344.1,0.582,7.08
52,12,46.77,76344.1,0.582,7.08
52,13,46.01,76344.1,0.582,7.08
52,14,45.59,76344.1,0.582,7.08
52,15,45.28,76344.1,0.582,7.08
52,16,45.04,76344.1,0.582,7.08
52,17,43.63,76344.1,0.582,7.08
52,18,44.2,76344.1,0.582,7.08
52,19,44.51,76344.1,0.582,7.08
52,20,43.81,76344.1,0.582,7.08
52,21,42.88,76344.1,0.582,7.08
52,22,43.3,76344.1,0.582,7.08
52,23,43.93,76344.1,0.582,7.08
52,24,43.45,76344.1,0.582,7.08
52,25,42.54,76344.1,0.582,7.08
52,26,42.79,76344.1,0.582,7.08
52,27,41.88,76344.1,0.582,7.08
52,28,40.96,76344.1,0.582,7.08
52,29,41.1,76344.1,0.582,7.08
53,0,111.61,67927.0,0.588,4.99
53,1,110.11,67927.0,0.588,4.99
53,2,109.56,67927.0,0.588,4.99
53,3,108.96,67927.0,0.588,4.99
53,4,109.48,67927.0,0.588,4.99
53,5,108.77,67927.0,0.588,4.99
53,6,108.49,67927.0,0.588,4.99
53,7,106.73,67927.0,0.588,4.99
53,8,106.39,67927.0,0.588,4.99
53,9,104.91,67927.0,0.588,4.99
53,10,105.83,67927.0,0.588,4.99
53,11,103.94,67927.0,0.588,4.99
53,12,104.05,67927.0,0.588,4.99
53,13,102.82,67927.0,0.588,4.99
53,14,102.51,67927.0,0.588,4.99
53,15,101.81,67927.0,0.588,4.99
53,16,101.35,67927.0,0.588,4.99
53,17,100.81,67927.0,0.588,4.99
53,18,100.23,67927.0,0.588,4.99
53,19,100.35,67927.0,0.588,4.99
53,20,98.81,67927.0,0.588,4.99
53,21,98.9,67927.0,0.588,4.99
53,22,98.82,67927.0,0.588,4.99
53,23,97.38,67927.0,0.588,4.99
53,24,96.71,67927.0,0.588,4.99
53,25,96.38,67927.0,0.588,4.99
53,26,96.51,67927.0,0.588,4.99
53,27,95.44,67927.0,0.588,4.99
53,28,94.51,67927.0,0.588,4.99
53,29,94.44,67927.0,0.588,4.99
54,0,47.91,79876.0,0.98,1.21
54,1,48.55,79876.0,0.98,1.21
54,2,48.17,79876.0,0.98,1.21
54,3,47.56,79876.0,0.98,1.21
54,4,47.04,79876.0,0.98,1.21
54,5,46.77,79876.0,0.98,1.21
54,6,47.23,79876.0,0.98,1.21
54,7,47.32,79876.0,0.98,1.21
54,8,46.14,79876.0,0.98,1.21
54,9,46.44,79876.0,0.98,1.21
54,10,44.91,79876.0,0.98,1.21
54,11,45.41,79876.0,0.98,1.21
54,12,45.44,79876.0,0.98,1.21
54,13,44.75,79876.0,0.98,1.21
54,14,44.48,79876.0,0.98,1.21
54,15,44.37,79876.0,0.98,1.21
54,16,44.6,79876.0,0.98,1.21
54,17,44.11,79876.0,0.98,1.21
54,18,42.83,79876.0,0.98,1.21
54,19,42.64,79876.0,0.98,1.21
54,20,43.15,79876.0,0.98,1.21
54,21,43.43,79876.0,0.98,1.21
54,22,41.57,79876.0,0.98,1.21
54,23,42.45,79876.0,0.98,1.21
54,24,42.18,79876.0,0.98,1.21
54,25,42.89,79876.0,0.98,1.21
54,26,41.75,79876.0,0.98,1.21
54,27,41.89,79876.0,0.98,1.21
54,28,41.51,79876.0,0.98,1.21
54,29,40.13,79876.0,0.98,1.21
55,0,47.55,41042.7,0.801,7.52
55,1,47.03,41042.7,0.801,7.52
55,2,46.93,41042.7,0.801,7.52
55,3,48.39,41042.7,0.801,7.52
55,4,45.14,41042.7,0.801,7.52
55,5,46.8,41042.7,0.801,7.52
55,6,45.55,41042.7,0.801,7.52
55,7,45.6,41042.7,0.801,7.52
55,8,45.19,41042.7,0.801,7.52
55,9,44.75,41042.7,0.801,7.52
55,10,44.44,41042.7,0.801,7.52
55,11,44.64,41042.7,0.801,7.52
55,12,43.48,41042.7,0.801,7.52
55,13,44.37,41042.7,0.801,7.52
55,14,43.54,41042.7,0.801,7.52
55,15,42.94,41042.7,0.801,7.52
55,16,43.03,41042.7,0.801,7.52
55,17,43.64,41042.7,0.801,7.52
55,18,42.5,41042.7,0.801,7.52
55,19,42.71,41042.7,0.801,7.52
55,20,41.92,41042.7,0.801,7.52
55,21,42.42,41042.7,0.801,7.52
55,22,42.14,41042.7,0.801,7.52
55,23,42.48,41042.7,0.801,7.52
55,24,41.22,41042.7,0.801,7.52
55,25,41.4,41042.7,0.801,7.52
55,26,40.87,41042.7,0.801,7.52
55,27,41.22,41042.7,0.801,7.52
55,28,39.97,41042.7,0.801,7.52
55,29,40.46,41042.7,0.801,7.52
56,0,33.19,66031.3,0.64,5.83
56,1,33.09,66031.3,0.64,5.83
56,2,32.99,66031.3,0.64,5.83
56,3,32.9,66031.3,0.64,5.83
56,4,32.54,66031.3,0.64,5.83
56,5,32.54,66031.3,0.64,5.83
56,6,33.05,66031.3,0.64,5.83
56,7,32.58,66031.3,0.64,5.83
56,8,32.35,66031.3,0.64,5.83
56,9,31.51,66031.3,0.64,5.83
56,10,31.12,66031.3,0.64,5.83
56,11,31.87,66031.3,0.64,5.83
56,12,31.66,66031.3,0.64,5.83
56,13,31.79,66031.3,0.64,5.83
56,14,30.58,66031.3,0.64,5.83
56,15,30.59,66031.3,0.64,5.83
56,16,29.71,66031.3,0.64,5.83
56,17,30.17,66031.3,0.64,5.83
56,18,30.69,66031.3,0.64,5.83
56,19,29.78,66031.3,0.64,5.83
56,20,30.17,66031.3,0.64,5.83
56,21,29.58,66031.3,0.64,5.83
56,22,29.66,66031.3,0.64,5.83
56,23,28.76,66031.3,0.64,5.83
56,24,29.2,66031.3,0.64,5.83
56,25,27.49,66031.3,0.64,5.83
56,26,28.72,66031.3,0.64,5.83
56,27,27.83,66031.3,0.64,5.83
56,28,29.07,66031.3,0.64,5.83
56,29,28.68,66031.3,0.64,5.83
57,0,72.72,44115.9,0.844,5.74
57,1,72.87,44115.9,0.844,5.74
57,2,71.26,44115.9,0.844,5.74
57,3,72.23,44115.9,0.844,5.74
57,4,71.45,44115.9,0.844,5.74
57,5,70.49,44115.9,0.844,5.74
57,6,70.8,44115.9,0.844,5.74
57,7,69.31,44115.9,0.844,5.74
57,8,69.07,44115.9,0.844,5.74
57,9,68.81,44115.9,0.844,5.74
57,10,68.47,44115.9,0.844,5.74
57,11,67.83,44115.9,0.844,5.74
57,12,68.6,44115.9,0.844,5.74
57,13,67.48,44115.9,0.844,5.74
57,14,67.41,44115.9,0.844,5.74
57,15,66.58,44115.9,0.844,5.74
57,16,65.58,44115.9,0.844,5.74
57,17,66.25,44115.9,0.844,5.74
57,18,64.78,44115.9,0.844,5.74
57,19,65.33,44115.9,0.844,5.74
57,20,64.3,44115.9,0.844,5.74
57,21,65.61,44115.9,0.844,5.74
57,22,64.69,44115.9,0.844,5.74
57,23,63.92,44115.9,0.844,5.74
57,24,64.12,44115.9,0.844,5.74
57,25,62.69,44115.9,0.844,5.74
57,26,63.01,44115.9,0.844,5.74
57,27,62.46,44115.9,0.844,5.74
57,28,62.12,44115.9,0.844,5.74
57,29,62.25,44115.9,0.844,5.74
58,0,81.2,48792.5,0.545,2.51
58,1,80.56,48792.5,0.545,2.51
58,2,79.17,48792.5,0.545,2.51
58,3,79.1,48792.5,0.545,2.51
58,4,79.1,48792.5,0.545,2.51
58,5,78.79,48792.5,0.545,2.51
58,6,77.76,48792.5,0.545,2.51
58,7,79.11,48792.5,0.545,2.51
58,8,78.25,48792.5,0.545,2.51
58,9,77.37,48792.5,0.545,2.51
58,10,76.69,48792.5,0.545,2.51
58,11,76.13,48792.5,0.545,2.51
58,12,75.34,48792.5,0.545,2.51
58,13,75.44,48792.5,0.545,2.51
58,14,75.11,48792.5,0.545,2.51
58,15,73.94,48792.5,0.545,2.51
58,16,74.31,48792.5,0.545,2.51
58,17,73.65,48792.5,0.545,2.51
58,18,72.36,48792.5,0.545,2.51
58,19,72.46,48792.5,0.545,2.51
58,20,72.27,48792.5,0.545,2.51
58,21,73.0,48792.5,0.545,2.51
58,22,71.92,48792.5,0.545,2.51
58,23,70.55,48792.5,0.545,2.51
58,24,71.04,48792.5,0.545,2.51
58,25,69.61,48792.5,0.545,2.51
58,26,70.51,48792.5,0.545,2.51
58,27,69.31,48792.5,0.545,2.51
58,28,69.08,48792.5,0.545,2.51
58,29,69.37,48792.5,0.545,2.51
59,0,35.27,57650.3,0.907,5.61
59,1,35.03,57650.3,0.907,5.61
59,2,35.25,57650.3,0.907,5.61
59,3,35.88,57650.3,0.907,5.61
59,4,34.41,57650.3,0.907,5.61
59,5,33.57,57650.3,0.907,5.61
59,6,34.57,57650.3,0.907,5.61
59,7,34.89,57650.3,0.907,5.61
59,8,35.03,57650.3,0.907,5.61
59,9,34.01,57650.3,0.907,5.61
59,10,33.85,57650.3,0.907,5.61
59,11,34.45,57650.3,0.907,5.61
59,12,32.75,57650.3,0.907,5.61
59,13,33.3,57650.3,0.907,5.61
59,14,33.41,57650.3,0.907,5.61
59,15,33.35,57650.3,0.907,5.61
59,16,32.69,57650.3,0.907,5.61
59,17,32.77,57650.3,0.907,5.61
59,18,31.33,57650.3,0.907,5.61
59,19,32.06,57650.3,0.907,5.61
59,20,32.43,57650.3,0.907,5.61
59,21,31.52,57650.3,0.907,5.61
59,22,31.86,57650.3,0.907,5.61
59,23,31.86,57650.3,0.907,5.61
59,24,31.28,57650.3,0.907,5.61
59,25,31.35,57650.3,0.907,5.61
59,26,30.6,57650.3,0.907,5.61
59,27,30.79,57650.3,0.907,5.61
59,28,31.02,57650.3,0.907,5.61
59,29,30.61,57650.3,0.907,5.61
60,0,99.5,72420.6,0.688,3.76
60,1,99.39,72420.6,0.688,3.76
60,2,99.12,72420.6,0.688,3.76
60,3,97.22,72420.6,0.688,3.76
60,4,98.31,72420.6,0.688,3.76
60,5,97.05,72420.6,0.688,3.76
60,6,96.91,72420.6,0.688,3.76
60,7,96.78,72420.6,0.688,3.76
60,8,94.98,72420.6,0.688,3.76
60,9,94.8,72420.6,0.688,3.76
60,10,94.49,72420.6,0.688,3.76
60,11,93.73,72420.6,0.688,3.76
60,12,94.47,72420.6,0.688,3.76
60,13,92.66,72420.6,0.688,3.76
60,14,92.29,72420.6,0.688,3.76
60,15,92.16,72420.6,0.688,3.76
60,16,90.94,72420.6,0.688,3.76
60,17,90.82,72420.6,0.688,3.76
60,18,90.66,72420.6,0.688,3.76
60,19,89.82,72420.6,0.688,3.76
60,20,89.43,72420.6,0.688,3.76
60,21,88.69,72420.6,0.688,3.76
60,22,87.68,72420.6,0.688,3.76
60,23,88.09,72420.6,0.688,3.76
60,24,88.29,72420.6,0.688,3.76
60,25,86.9,72420.6,0.688,3.76
60,26,86.49,72420.6,0.688,3.76
60,27,86.21,72420.6,0.688,3.76
60,28,84.71,72420.6,0.688,3.76
60,29,85.68,72420.6,0.688,3.76
61,0,70.9,79045.0,1.058,5.56
61,1,71.25,79045.0,1.058,5.56
61,2,69.7,79045.0,1.058,5.56
61,3,70.61,79045.0,1.058,5.56
61,4,69.72,79045.0,1.058,5.56
61,5,69.24,79045.0,1.058,5.56
61,6,68.72,79045.0,1.058,5.56
61,7,68.11,79045.0,1.058,5.56
61,8,68.47,79045.0,1.058,5.56
61,9,67.57,79045.0,1.058,5.56
61,10,66.15,79045.0,1.058,5.56
61,11,66.21,79045.0,1.058,5.56
61,12,66.31,79045.0,1.058,5.56
61,13,66.19,79045.0,1.058,5.56
61,14,65.64,79045.0,1.058,5.56
61,15,65.91,79045.0,1.058,5.56
61,16,63.96,79045.0,1.058,5.56
61,17,64.64,79045.0,1.058,5.56
61,18,63.3,79045.0,1.058,5.56
61,19,64.22,79045.0,1.058,5.56
61,20,63.43,79045.0,1.058,5.56
61,21,63.32,79045.0,1.058,5.56
61,22,62.31,79045.0,1.058,5.56
61,23,63.01,79045.0,1.058,5.56
61,24,62.53,79045.0,1.058,5.56
61,25,61.93,79045.0,1.058,5.56
61,26,61.21,79045.0,1.058,5.56
61,27,61.2,79045.0,1.058,5.56
61,28,60.19,79045.0,1.058,5.56
61,29,60.6,79045.0,1.058,5.56
62,0,78.02,66096.4,0.717,1.75
62,1,77.33,66096.4,0.717,1.75
62,2,76.03,66096.4,0.717,1.75
62,3,76.18,66096.4,0.717,1.75
62,4,74.95,66096.4,0.717,1.75
62,5,75.48,66096.4,0.717,1.75
62,6,75.02,66096.4,0.717,1.75
62,7,73.47,66096.4,0.717,1.75
62,8,73.42,66096.4,0.717,1.75
62,9,73.46,66096.4,0.717,1.75
62,10,73.05,66096.4,0.717,1.75
62,11,72.2,66096.4,0.717,1.75
62,12,72.6,66096.4,0.717,1.75
62,13,72.13,66096.4,0.717,1.75
62,14,71.51,66096.4,0.717,1.75
62,15,70.83,66096.4,0.717,1.75
62,16,71.33,66096.4,0.717,1.75
62,17,71.23,66096.4,0.717,1.75
62,18,69.77,66096.4,0.717,1.75
62,19,69.3,66096.4,0.717,1.75
62,20,69.46,66096.4,0.717,1.75
62,21,68.63,66096.4,0.717,1.75
62,22,68.34,66096.4,0.717,1.75
62,23,68.38,66096.4,0.717,1.75
62,24,66.66,66096.4,0.717,1.75
62,25,67.87,66096.4,0.717,1.75
62,26,66.85,66096.4,0.717,1.75
62,27,66.21,66096.4,0.717,1.75
62,28,65.97,66096.4,0.717,1.75
62,29,65.6,66096.4,0.717,1.75
63,0,68.8,45066.0,0.819,5.6
63,1,70.06,45066.0,0.819,5.6
63,2,68.97,45066.0,0.819,5.6
63,3,68.81,45066.0,0.819,5.6
63,4,68.7,45066.0,0.819,5.6
63,5,67.36,45066.0,0.819,5.6
63,6,67.74,45066.0,0.819,5.6
63,7,67.01,45066.0,0.819,5.6
63,8,67.21,45066.0,0.819,5.6
63,9,65.36,45066.0,0.819,5.6
63,10,66.02,45066.0,0.819,5.6
63,11,65.4,45066.0,0.819,5.6
63,12,65.56,45066.0,0.819,5.6
63,13,65.22,45066.0,0.819,5.6
63,14,64.27,45066.0,0.819,5.6
63,15,63.91,45066.0,0.819,5.6
63,16,63.85,45066.0,0.819,5.6
63,17,63.09,45066.0,0.819,5.6
63,18,63.6,45066.0,0.819,5.6
63,19,62.64,45066.0,0.819,5.6
63,20,61.01,45066.0,0.819,5.6
63,21,61.91,45066.0,0.819,5.6
63,22,61.22,45066.0,0.819,5.6
63,23,60.56,45066.0,0.819,5.6
63,24,60.4,45066.0,0.819,5.6
63,25,60.71,45066.0,0.819,5.6
63,26,60.96,45066.0,0.819,5.6
63,27,60.1,45066.0,0.819,5.6
63,28,59.28,45066.0,0.819,5.6
63,29,59.45,45066.0,0.819,5.6
64,0,65.84,45281.4,0.508,8.0
64,1,65.38,45281.4,0.508,8.0
64,2,64.81,45281.4,0.508,8.0
64,3,64.17,45281.4,0.508,8.0
64,4,64.51,45281.4,0.508,8.0
64,5,64.44,45281.4,0.508,8.0
64,6,63.97,45281.4,0.508,8.0
64,7,63.47,45281.4,0.508,8.0
64,8,62.86,45281.4,0.508,8.0
64,9,63.3,45281.4,0.508,8.0
64,10,61.99,45281.4,0.508,8.0
64,11,62.7,45281.4,0.508,8.0
64,12,61.47,45281.4,0.508,8.0
64,13,61.25,45281.4,0.508,8.0
64,14,60.55,45281.4,0.508,8.0
64,15,60.69,45281.4,0.508,8.0
64,16,61.09,45281.4,0.508,8.0
64,17,60.52,45281.4,0.508,8.0
64,18,60.41,45281.4,0.508,8.0
64,19,59.84,45281.4,0.508,8.0
64,20,58.68,45281.4,0.508,8.0
64,21,58.73,45281.4,0.508,8.0
64,22,58.16,45281.4,0.508,8.0
64,23,58.87,45281.4,0.508,8.0
64,24,57.27,45281.4,0.508,8.0
64,25,57.97,45281.4,0.508,8.0
64,26,57.63,45281.4,0.508,8.0
64,27,57.76,45281.4,0.508,8.0
64,28,56.3,45281.4,0.508,8.0
64,29,56.51,45281.4,0.508,8.0
65,0,81.51,64254.9,0.551,1.34
65,1,79.64,64254.9,0.551,1.34
65,2,78.77,64254.9,0.551,1.34
65,3,78.18,64254.9,0.551,1.34
65,4,79.06,64254.9,0.551,1.34
65,5,77.35,64254.9,0.551,1.34
65,6,77.69,64254.9,0.551,1.34
65,7,77.68,64254.9,0.551,1.34
65,8,77.13,64254.9,0.551,1.34
65,9,76.84,64254.9,0.551,1.34
65,10,76.32,64254.9,0.551,1.34
65,11,76.43,64254.9,0.551,1.34
65,12,74.9,64254.9,0.551,1.34
65,13,74.63,64254.9,0.551,1.34
65,14,74.16,64254.9,0.551,1.34
65,15,74.55,64254.9,0.551,1.34
65,16,74.17,64254.9,0.551,1.34
65,17,73.53,64254.9,0.551,1.34
65,18,73.48,64254.9,0.551,1.34
65,19,71.88,64254.9,0.551,1.34
65,20,72.89,64254.9,0.551,1.34
65,21,72.4,64254.9,0.551,1.34
65,22,71.59,64254.9,0.551,1.34
65,23,71.7,64254.9,0.551,1.34
65,24,69.56,64254.9,0.551,1.34
65,25,69.71,64254.9,0.551,1.34
65,26,69.19,64254.9,0.551,1.34
65,27,69.5,64254.9,0.551,1.34
65,28,68.2,64254.9,0.551,1.34
65,29,68.69,64254.9,0.551,1.34
66,0,44.66,34326.6,0.775,7.84
66,1,44.09,34326.6,0.775,7.84
66,2,43.66,34326.6,0.775,7.84
66,3,42.8,34326.6,0.775,7.84
66,4,42.64,34326.6,0.775,7.84
66,5,43.46,34326.6,0.775,7.84
66,6,43.0,34326.6,0.775,7.84
66,7,42.36,34326.6,0.775,7.84
66,8,41.94,34326.6,0.775,7.84
66,9,40.91,34326.6,0.775,7.84
66,10,41.16,34326.6,0.775,7.84
66,11,42.43,34326.6,0.775,7.84
66,12,40.6,34326.6,0.775,7.84
66,13,41.11,34326.6,0.775,7.84
66,14,41.29,34326.6,0.775,7.84
66,15,39.93,34326.6,0.775,7.84
66,16,40.42,34326.6,0.775,7.84
66,17,40.57,34326.6,0.775,7.84
66,18,39.88,34326.6,0.775,7.84
66,19,41.08,34326.6,0.775,7.84
66,20,38.59,34326.6,0.775,7.84
66,21,39.72,34326.6,0.775,7.84
66,22,38.88,34326.6,0.775,7.84
66,23,39.13,34326.6,0.775,7.84
66,24,38.73,34326.6,0.775,7.84
66,25,37.92,34326.6,0.775,7.84
66,26,38.17,34326.6,0.775,7.84
66,27,36.9,34326.6,0.775,7.84
66,28,37.9,34326.6,0.775,7.84
66,29,37.52,34326.6,0.775,7.84
67,0,46.69,26628.4,0.836,3.85
67,1,46.66,26628.4,0.836,3.85
67,2,46.08,26628.4,0.836,3.85
67,3,45.73,26628.4,0.836,3.85
67,4,44.97,26628.4,0.836,3.85
67,5,44.82,26628.4,0.836,3.85
67,6,45.53,26628.4,0.836,3.85
67,7,45.41,26628.4,0.836,3.85
67,8,44.34,26628.4,0.836,3.85
67,9,44.24,26628.4,0.836,3.85
67,10,43.52,26628.4,0.836,3.85
67,11,44.32,26628.4,0.836,3.85
67,12,43.83,26628.4,0.836,3.85
67,13,44.23,26628.4,0.836,3.85
67,14,42.58,26628.4,0.836,3.85
67,15,42.59,26628.4,0.836,3.85
67,16,42.65,26628.4,0.836,3.85
67,17,42.62,26628.4,0.836,3.85
67,18,41.95,26628.4,0.836,3.85
67,19,41.38,26628.4,0.836,3.85
67,20,42.02,26628.4,0.836,3.85
67,21,41.7,26628.4,0.836,3.85
67,22,40.64,26628.4,0.836,3.85
67,23,41.53,26628.4,0.836,3.85
67,24,41.2,26628.4,0.836,3.85
67,25,40.44,26628.4,0.836,3.85
67,26,40.18,26628.4,0.836,3.85
67,27,40.17,26628.4,0.836,3.85
67,28,39.23,26628.4,0.836,3.85
67,29,39.43,26628.4,0.836,3.85
68,0,106.48,41277.3,0.92,7.1
68,1,107.44,41277.3,0.92,7.1
68,2,105.67,41277.3,0.92,7.1
68,3,106.64,41277.3,0.92,7.1
68,4,105.17,41277.3,0.92,7.1
68,5,104.67,41277.3,0.92,7.1
68,6,103.91,41277.3,0.92,7.1
68,7,103.52,41277.3,0.92,7.1
68,8,103.82,41277.3,0.92,7.1
68,9,101.31,41277.3,0.92,7.1
68,10,102.64,41277.3,0.92,7.1
68,11,101.61,41277.3,0.92,7.1
68,12,100.28,41277.3,0.92,7.1
68,13,99.79,41277.3,0.92,7.1
68,14,100.61,41277.3,0.92,7.1
68,15,98.74,41277.3,0.92,7.1
68,16,98.08,41277.3,0.92,7.1
68,17,98.67,41277.3,0.92,7.1
68,18,97.72,41277.3,0.92,7.1
68,19,96.52,41277.3,0.92,7.1
68,20,96.54,41277.3,0.92,7.1
68,21,95.36,41277.3,0.92,7.1
68,22,95.87,41277.3,0.92,7.1
68,23,95.3,41277.3,0.92,7.1
68,24,94.47,41277.3,0.92,7.1
68,25,93.83,41277.3,0.92,7.1
68,26,93.98,41277.3,0.92,7.1
68,27,92.54,41277.3,0.92,7.1
68,28,91.39,41277.3,0.92,7.1
68,29,91.65,41277.3,0.92,7.1
69,0,116.19,37234.3,0.704,6.48
69,1,114.05,37234.3,0.704,6.48
69,2,113.78,37234.3,0.704,6.48
69,3,113.57,37234.3,0.704,6.48
69,4,112.74,37234.3,0.704,6.48
69,5,111.68,37234.3,0.704,6.48
69,6,112.14,37234.3,0.704,6.48
69,7,112.14,37234.3,0.704,6.48
69,8,110.48,37234.3,0.704,6.48
69,9,109.34,37234.3,0.704,6.48
69,10,108.42,37234.3,0.704,6.48
69,11,108.73,37234.3,0.704,6.48
69,12,108.56,37234.3,0.704,6.48
69,13,107.65,37234.3,0.704,6.48
69,14,106.81,37234.3,0.704,6.48
69,15,105.92,37234.3,0.704,6.48
69,16,105.07,37234.3,0.704,6.48
69,17,105.44,37234.3,0.704,6.48
69,18,104.89,37234.3,0.704,6.48
69,19,103.06,37234.3,0.704,6.48
69,20,104.03,37234.3,0.704,6.48
69,21,102.93,37234.3,0.704,6.48
69,22,102.75,37234.3,0.704,6.48
69,23,100.78,37234.3,0.704,6.48
69,24,100.17,37234.3,0.704,6.48
69,25,100.19,37234.3,0.704,6.48
69,26,99.92,37234.3,0.704,6.48
69,27,99.97,37234.3,0.704,6.48
69,28,98.83,37234.3,0.704,6.48
69,29,97.76,37234.3,0.704,6.48
70,0,63.08,37778.5,0.986,4.97
70,1,63.88,37778.5,0.986,4.97
70,2,62.46,37778.5,0.986,4.97
70,3,63.43,37778.5,0.986,4.97
70,4,62.14,37778.5,0.986,4.97
70,5,62.75,37778.5,0.986,4.97
70,6,61.96,37778.5,0.986,4.97
70,7,61.23,37778.5,0.986,4.97
70,8,60.71,37778.5,0.986,4.97
70,9,60.47,37778.5,0.986,4.97
70,10,60.52,37778.5,0.986,4.97
70,11,60.02,37778.5,0.986,4.97
70,12,59.35,37778.5,0.986,4.97
70,13,59.24,37778.5,0.986,4.97
70,14,59.03,37778.5,0.986,4.97
70,15,57.6,37778.5,0.986,4.97
70,16,58.56,37778.5,0.986,4.97
70,17,57.52,37778.5,0.986,4.97
70,18,57.1,37778.5,0.986,4.97
70,19,56.5,37778.5,0.986,4.97
70,20,56.12,37778.5,0.986,4.97
70,21,56.01,37778.5,0.986,4.97
70,22,56.01,37778.5,0.986,4.97
70,23,57.01,37778.5,0.986,4.97
70,24,55.44,37778.5,0.986,4.97
70,25,55.46,37778.5,0.986,4.97
70,26,55.25,37778.5,0.986,4.97
70,27,54.78,37778.5,0.986,4.97
70,28,54.35,37778.5,0.986,4.97
70,29,53.46,37778.5,0.986,4.97
71,0,55.09,34016.5,1.102,6.17
71,1,54.99,34016.5,1.102,6.17
71,2,52.96,34016.5,1.102,6.17
71,3,53.01,34016.5,1.102,6.17
71,4,53.1,34016.5,1.102,6.17
71,5,52.48,34016.5,1.102,6.17
71,6,52.93,34016.5,1.102,6.17
71,7,52.03,34016.5,1.102,6.17
71,8,53.2,34016.5,1.102,6.17
71,9,52.43,34016.5,1.102,6.17
71,10,51.66,34016.5,1.102,6.17
71,11,51.79,34016.5,1.102,6.17
71,12,51.55,34016.5,1.102,6.17
71,13,50.43,34016.5,1.102,6.17
71,14,50.02,34016.5,1.102,6.17
71,15,50.19,34016.5,1.102,6.17
71,16,50.3,34016.5,1.102,6.17
71,17,49.66,34016.5,1.102,6.17
71,18,48.52,34016.5,1.102,6.17
71,19,48.62,34016.5,1.102,6.17
71,20,48.71,34016.5,1.102,6.17
71,21,48.42,34016.5,1.102,6.17
71,22,49.17,34016.5,1.102,6.17
71,23,47.21,34016.5,1.102,6.17
71,24,47.87,34016.5,1.102,6.17
71,25,48.08,34016.5,1.102,6.17
71,26,48.19,34016.5,1.102,6.17
71,27,46.57,34016.5,1.102,6.17
71,28,46.74,34016.5,1.102,6.17
71,29,46.5,34016.5,1.102,6.17
72,0,88.06,22525.6,1.046,7.15
72,1,87.46,22525.6,1.046,7.15
72,2,87.27,22525.6,1.046,7.15
72,3,85.33,22525.6,1.046,7.15
72,4,86.48,22525.6,1.046,7.15
72,5,85.75,22525.6,1.046,7.15
72,6,85.12,22525.6,1.046,7.15
72,7,85.8,22525.6,1.046,7.15
72,8,83.98,22525.6,1.046,7.15
72,9,83.66,22525.6,1.046,7.15
72,10,84.41,22525.6,1.046,7.15
72,11,82.54,22525.6,1.046,7.15
72,12,82.23,22525.6,1.046,7.15
72,13,81.97,22525.6,1.046,7.15
72,14,82.01,22525.6,1.046,7.15
72,15,81.24,22525.6,1.046,7.15
72,16,80.03,22525.6,1.046,7.15
72,17,79.96,22525.6,1.046,7.15
72,18,79.47,22525.6,1.046,7.15
72,19,79.28,22525.6,1.046,7.15
72,20,79.07,22525.6,1.046,7.15
72,21,78.61,22525.6,1.046,7.15
72,22,77.06,22525.6,1.046,7.15
72,23,78.03,22525.6,1.046,7.15
72,24,77.17,22525.6,1.046,7.15
72,25,77.28,22525.6,1.046,7.15
72,26,76.35,22525.6,1.046,7.15
72,27,76.23,22525.6,1.046,7.15
72,28,75.45,22525.6,1.046,7.15
72,29,75.44,22525.6,1.046,7.15
73,0,67.05,21072.4,0.528,3.83
73,1,66.39,21072.4,0.528,3.83
73,2,67.23,21072.4,0.528,3.83
73,3,66.19,21072.4,0.528,3.83
73,4,65.69,21072.4,0.528,3.83
